나이,이동인구(합),출발 시군구 코드,도착 시군구 코드
0,262862.16,종로구,종로구
10,243022.08,종로구,종로구
15,352249.0,종로구,종로구
20,695359.88,종로구,종로구
25,784973.3,종로구,종로구
30,699115.98,종로구,종로구
35,586827.2,종로구,종로구
40,665011.65,종로구,종로구
45,571572.38,종로구,종로구
50,689067.14,종로구,종로구
55,643163.6,종로구,종로구
60,653565.02,종로구,종로구
65,589652.55,종로구,종로구
70,379644.45,종로구,종로구
75,347239.33,종로구,종로구
80,486516.85,종로구,종로구
0,43263.17,종로구,중구
10,31887.05,종로구,중구
15,58007.77,종로구,중구
20,167131.88,종로구,중구
25,230675.43,종로구,중구
30,228710.9,종로구,중구
35,201235.91,종로구,중구
40,217458.86,종로구,중구
45,170885.6,종로구,중구
50,191736.03,종로구,중구
55,162376.21,종로구,중구
60,158113.6,종로구,중구
65,137393.02,종로구,중구
70,84876.61,종로구,중구
75,69826.24,종로구,중구
80,91464.63,종로구,중구
0,13108.06,종로구,용산구
10,9661.48,종로구,용산구
15,17014.89,종로구,용산구
20,40076.92,종로구,용산구
25,61599.61,종로구,용산구
30,65295.59,종로구,용산구
35,55346.61,종로구,용산구
40,54636.34,종로구,용산구
45,43951.75,종로구,용산구
50,46960.54,종로구,용산구
55,42365.7,종로구,용산구
60,39014.36,종로구,용산구
65,32709.03,종로구,용산구
70,23325.87,종로구,용산구
75,17953.53,종로구,용산구
80,30541.26,종로구,용산구
0,8754.57,종로구,성동구
10,5089.22,종로구,성동구
15,16804.8,종로구,성동구
20,41188.23,종로구,성동구
25,50760.64,종로구,성동구
30,49320.23,종로구,성동구
35,42646.14,종로구,성동구
40,45276.59,종로구,성동구
45,34322.92,종로구,성동구
50,43078.96,종로구,성동구
55,38880.76,종로구,성동구
60,40375.51,종로구,성동구
65,37633.98,종로구,성동구
70,23831.98,종로구,성동구
75,22334.51,종로구,성동구
80,31801.25,종로구,성동구
0,5042.73,종로구,광진구
10,2574.03,종로구,광진구
15,11675.06,종로구,광진구
20,29612.6,종로구,광진구
25,36330.3,종로구,광진구
30,29703.34,종로구,광진구
35,21935.53,종로구,광진구
40,22494.13,종로구,광진구
45,17642.58,종로구,광진구
50,23803.54,종로구,광진구
55,21973.27,종로구,광진구
60,22650.71,종로구,광진구
65,19419.81,종로구,광진구
70,14053.11,종로구,광진구
75,12517.39,종로구,광진구
80,14082.0,종로구,광진구
0,9478.01,종로구,동대문구
10,7698.19,종로구,동대문구
15,18767.52,종로구,동대문구
20,75458.3,종로구,동대문구
25,73998.59,종로구,동대문구
30,52485.0,종로구,동대문구
35,42219.27,종로구,동대문구
40,46723.22,종로구,동대문구
45,43768.89,종로구,동대문구
50,56357.56,종로구,동대문구
55,61051.57,종로구,동대문구
60,69354.87,종로구,동대문구
65,71820.71,종로구,동대문구
70,51066.27,종로구,동대문구
75,46122.81,종로구,동대문구
80,63210.46,종로구,동대문구
0,5113.94,종로구,중랑구
10,2258.22,종로구,중랑구
15,6006.71,종로구,중랑구
20,11022.89,종로구,중랑구
25,21218.31,종로구,중랑구
30,22985.13,종로구,중랑구
35,17741.83,종로구,중랑구
40,18693.54,종로구,중랑구
45,15751.14,종로구,중랑구
50,23852.09,종로구,중랑구
55,23049.79,종로구,중랑구
60,25726.05,종로구,중랑구
65,26587.55,종로구,중랑구
70,18700.91,종로구,중랑구
75,15644.63,종로구,중랑구
80,17712.21,종로구,중랑구
0,49583.89,종로구,성북구
10,42700.65,종로구,성북구
15,82979.99,종로구,성북구
20,132757.08,종로구,성북구
25,122739.91,종로구,성북구
30,99081.54,종로구,성북구
35,89540.05,종로구,성북구
40,108204.29,종로구,성북구
45,98338.94,종로구,성북구
50,125055.95,종로구,성북구
55,122471.17,종로구,성북구
60,127955.43,종로구,성북구
65,107238.28,종로구,성북구
70,74988.38,종로구,성북구
75,69261.88,종로구,성북구
80,92122.93,종로구,성북구
0,6642.26,종로구,강북구
10,6093.38,종로구,강북구
15,16078.93,종로구,강북구
20,36846.16,종로구,강북구
25,39947.51,종로구,강북구
30,33209.53,종로구,강북구
35,27203.31,종로구,강북구
40,32625.2,종로구,강북구
45,30332.73,종로구,강북구
50,37031.17,종로구,강북구
55,39975.96,종로구,강북구
60,42294.51,종로구,강북구
65,43255.62,종로구,강북구
70,30494.89,종로구,강북구
75,25458.72,종로구,강북구
80,32483.35,종로구,강북구
0,3263.57,종로구,도봉구
10,2627.75,종로구,도봉구
15,8535.08,종로구,도봉구
20,15051.91,종로구,도봉구
25,21136.02,종로구,도봉구
30,20760.03,종로구,도봉구
35,19899.21,종로구,도봉구
40,20981.76,종로구,도봉구
45,18919.42,종로구,도봉구
50,25887.71,종로구,도봉구
55,25590.82,종로구,도봉구
60,30001.45,종로구,도봉구
65,29992.51,종로구,도봉구
70,20843.51,종로구,도봉구
75,18983.76,종로구,도봉구
80,25239.92,종로구,도봉구
0,5702.57,종로구,노원구
10,4044.07,종로구,노원구
15,13978.54,종로구,노원구
20,26700.82,종로구,노원구
25,29784.33,종로구,노원구
30,31278.75,종로구,노원구
35,26907.96,종로구,노원구
40,30364.93,종로구,노원구
45,30460.87,종로구,노원구
50,39558.82,종로구,노원구
55,37755.19,종로구,노원구
60,36951.37,종로구,노원구
65,38871.09,종로구,노원구
70,25397.98,종로구,노원구
75,23055.11,종로구,노원구
80,33144.77,종로구,노원구
0,15874.37,종로구,은평구
10,11551.52,종로구,은평구
15,23671.6,종로구,은평구
20,30656.05,종로구,은평구
25,51815.41,종로구,은평구
30,56440.24,종로구,은평구
35,49923.95,종로구,은평구
40,57778.96,종로구,은평구
45,52607.42,종로구,은평구
50,68857.49,종로구,은평구
55,66663.97,종로구,은평구
60,78318.58,종로구,은평구
65,75481.02,종로구,은평구
70,53359.6,종로구,은평구
75,44781.88,종로구,은평구
80,62757.02,종로구,은평구
0,34059.49,종로구,서대문구
10,29233.75,종로구,서대문구
15,54787.21,종로구,서대문구
20,74311.86,종로구,서대문구
25,99223.09,종로구,서대문구
30,100895.13,종로구,서대문구
35,97328.41,종로구,서대문구
40,113081.24,종로구,서대문구
45,94378.05,종로구,서대문구
50,110395.38,종로구,서대문구
55,95628.39,종로구,서대문구
60,100354.39,종로구,서대문구
65,88615.82,종로구,서대문구
70,59132.14,종로구,서대문구
75,47801.09,종로구,서대문구
80,73653.84,종로구,서대문구
0,10776.87,종로구,마포구
10,9700.11,종로구,마포구
15,29958.2,종로구,마포구
20,60940.65,종로구,마포구
25,77439.36,종로구,마포구
30,71434.04,종로구,마포구
35,58259.83,종로구,마포구
40,61146.17,종로구,마포구
45,48979.61,종로구,마포구
50,52985.33,종로구,마포구
55,44023.86,종로구,마포구
60,41183.35,종로구,마포구
65,38836.89,종로구,마포구
70,24899.68,종로구,마포구
75,21109.83,종로구,마포구
80,29857.06,종로구,마포구
0,3773.17,종로구,양천구
10,3167.94,종로구,양천구
15,6438.7,종로구,양천구
20,8275.66,종로구,양천구
25,12215.79,종로구,양천구
30,13718.58,종로구,양천구
35,13937.08,종로구,양천구
40,17879.74,종로구,양천구
45,18951.17,종로구,양천구
50,18832.95,종로구,양천구
55,15191.79,종로구,양천구
60,15147.72,종로구,양천구
65,16779.85,종로구,양천구
70,10448.81,종로구,양천구
75,7570.66,종로구,양천구
80,11295.53,종로구,양천구
0,6317.13,종로구,강서구
10,4331.86,종로구,강서구
15,7196.45,종로구,강서구
20,14952.73,종로구,강서구
25,28079.8,종로구,강서구
30,32435.84,종로구,강서구
35,26384.15,종로구,강서구
40,28749.37,종로구,강서구
45,21328.82,종로구,강서구
50,25412.8,종로구,강서구
55,20206.13,종로구,강서구
60,21114.57,종로구,강서구
65,22893.68,종로구,강서구
70,16577.38,종로구,강서구
75,15920.64,종로구,강서구
80,18704.14,종로구,강서구
0,4113.32,종로구,구로구
10,2142.0,종로구,구로구
15,5156.01,종로구,구로구
20,9758.21,종로구,구로구
25,17434.24,종로구,구로구
30,20294.49,종로구,구로구
35,16089.71,종로구,구로구
40,17706.22,종로구,구로구
45,14046.4,종로구,구로구
50,17414.5,종로구,구로구
55,16018.03,종로구,구로구
60,15173.94,종로구,구로구
65,17878.61,종로구,구로구
70,12504.35,종로구,구로구
75,10709.06,종로구,구로구
80,13013.91,종로구,구로구
0,1255.07,종로구,금천구
10,459.24,종로구,금천구
15,1437.47,종로구,금천구
20,3365.98,종로구,금천구
25,8977.23,종로구,금천구
30,8575.15,종로구,금천구
35,6549.71,종로구,금천구
40,6708.28,종로구,금천구
45,6272.44,종로구,금천구
50,6482.49,종로구,금천구
55,6344.21,종로구,금천구
60,7222.769999999999,종로구,금천구
65,5527.78,종로구,금천구
70,4166.75,종로구,금천구
75,3555.03,종로구,금천구
80,3752.49,종로구,금천구
0,7741.64,종로구,영등포구
10,6363.49,종로구,영등포구
15,10222.88,종로구,영등포구
20,25439.24,종로구,영등포구
25,48546.53,종로구,영등포구
30,52033.79,종로구,영등포구
35,41695.56,종로구,영등포구
40,39397.3,종로구,영등포구
45,31374.52,종로구,영등포구
50,35469.06,종로구,영등포구
55,29429.91,종로구,영등포구
60,30709.43,종로구,영등포구
65,26966.15,종로구,영등포구
70,16615.38,종로구,영등포구
75,14856.63,종로구,영등포구
80,22791.63,종로구,영등포구
0,2890.24,종로구,동작구
10,1851.31,종로구,동작구
15,7448.2,종로구,동작구
20,19551.86,종로구,동작구
25,28231.01,종로구,동작구
30,24889.03,종로구,동작구
35,18261.15,종로구,동작구
40,19654.82,종로구,동작구
45,16909.66,종로구,동작구
50,20553.08,종로구,동작구
55,19045.83,종로구,동작구
60,18065.47,종로구,동작구
65,19308.29,종로구,동작구
70,13552.56,종로구,동작구
75,13013.5,종로구,동작구
80,18615.03,종로구,동작구
0,2607.58,종로구,관악구
10,2080.63,종로구,관악구
15,6539.36,종로구,관악구
20,21361.64,종로구,관악구
25,37804.25,종로구,관악구
30,28709.85,종로구,관악구
35,18509.8,종로구,관악구
40,16350.85,종로구,관악구
45,12371.02,종로구,관악구
50,16523.3,종로구,관악구
55,13603.77,종로구,관악구
60,14616.65,종로구,관악구
65,15989.3,종로구,관악구
70,10680.83,종로구,관악구
75,9541.64,종로구,관악구
80,13160.79,종로구,관악구
0,8381.8,종로구,서초구
10,6235.55,종로구,서초구
15,16221.66,종로구,서초구
20,25125.0,종로구,서초구
25,37689.68,종로구,서초구
30,40932.81,종로구,서초구
35,36243.58,종로구,서초구
40,45594.97,종로구,서초구
45,42643.17,종로구,서초구
50,48236.99,종로구,서초구
55,39416.49,종로구,서초구
60,36559.87,종로구,서초구
65,35221.77,종로구,서초구
70,22699.82,종로구,서초구
75,24373.0,종로구,서초구
80,30999.05,종로구,서초구
0,7844.35,종로구,강남구
10,7546.21,종로구,강남구
15,23414.52,종로구,강남구
20,37914.52,종로구,강남구
25,59479.15,종로구,강남구
30,61115.48,종로구,강남구
35,50449.14,종로구,강남구
40,61790.78,종로구,강남구
45,56589.83,종로구,강남구
50,61609.29,종로구,강남구
55,44413.73,종로구,강남구
60,41304.26,종로구,강남구
65,43147.88,종로구,강남구
70,29047.44,종로구,강남구
75,25064.41,종로구,강남구
80,32640.43,종로구,강남구
0,8222.3,종로구,송파구
10,8390.53,종로구,송파구
15,9993.78,종로구,송파구
20,21019.91,종로구,송파구
25,32447.39,종로구,송파구
30,34001.89,종로구,송파구
35,29398.26,종로구,송파구
40,37199.55,종로구,송파구
45,28588.05,종로구,송파구
50,32111.85,종로구,송파구
55,27083.26,종로구,송파구
60,26989.83,종로구,송파구
65,26700.7,종로구,송파구
70,20469.74,종로구,송파구
75,16558.5,종로구,송파구
80,21655.06,종로구,송파구
0,4206.41,종로구,강동구
10,2479.47,종로구,강동구
15,5127.63,종로구,강동구
20,9371.05,종로구,강동구
25,17156.51,종로구,강동구
30,19112.79,종로구,강동구
35,18781.95,종로구,강동구
40,24095.9,종로구,강동구
45,17719.52,종로구,강동구
50,22282.24,종로구,강동구
55,19267.46,종로구,강동구
60,18365.06,종로구,강동구
65,22066.05,종로구,강동구
70,15618.88,종로구,강동구
75,13972.72,종로구,강동구
80,16827.01,종로구,강동구
0,616.51,종로구,부산광역시
10,456.43,종로구,부산광역시
15,588.74,종로구,부산광역시
20,986.44,종로구,부산광역시
25,1360.8,종로구,부산광역시
30,1117.33,종로구,부산광역시
35,1066.43,종로구,부산광역시
40,1459.08,종로구,부산광역시
45,1420.03,종로구,부산광역시
50,1736.03,종로구,부산광역시
55,1272.54,종로구,부산광역시
60,1236.14,종로구,부산광역시
65,1197.11,종로구,부산광역시
70,725.68,종로구,부산광역시
75,467.77,종로구,부산광역시
80,548.17,종로구,부산광역시
0,1571.99,종로구,대구광역시
10,432.85,종로구,대구광역시
15,584.9,종로구,대구광역시
20,686.26,종로구,대구광역시
25,1316.8,종로구,대구광역시
30,944.37,종로구,대구광역시
35,1024.37,종로구,대구광역시
40,1388.77,종로구,대구광역시
45,1297.46,종로구,대구광역시
50,1724.64,종로구,대구광역시
55,1385.19,종로구,대구광역시
60,1397.05,종로구,대구광역시
65,1074.85,종로구,대구광역시
70,678.99,종로구,대구광역시
75,461.67,종로구,대구광역시
80,536.3,종로구,대구광역시
0,1449.45,종로구,중구
10,1939.72,종로구,중구
15,2217.57,종로구,중구
20,8500.83,종로구,중구
25,5961.77,종로구,중구
30,4695.4,종로구,중구
35,4737.81,종로구,중구
40,4820.38,종로구,중구
45,5149.49,종로구,중구
50,5688.8,종로구,중구
55,4879.95,종로구,중구
60,5279.23,종로구,중구
65,5225.18,종로구,중구
70,3154.04,종로구,중구
75,2460.32,종로구,중구
80,3796.52,종로구,중구
0,194.21,종로구,동구
10,76.82,종로구,동구
15,148.89,종로구,동구
20,57.82,종로구,동구
25,214.72,종로구,동구
30,202.73,종로구,동구
35,393.51,종로구,동구
40,388.0,종로구,동구
45,325.26,종로구,동구
50,371.81,종로구,동구
55,485.71,종로구,동구
60,358.69,종로구,동구
65,551.23,종로구,동구
70,323.48,종로구,동구
75,155.12,종로구,동구
80,414.87,종로구,동구
0,645.31,종로구,남구
10,638.39,종로구,남구
15,1271.56,종로구,남구
20,2887.28,종로구,남구
25,3160.75,종로구,남구
30,3623.63,종로구,남구
35,2812.74,종로구,남구
40,3116.11,종로구,남구
45,3107.63,종로구,남구
50,3139.65,종로구,남구
55,2654.49,종로구,남구
60,2787.07,종로구,남구
65,3021.89,종로구,남구
70,2297.85,종로구,남구
75,2407.73,종로구,남구
80,2070.26,종로구,남구
0,1714.74,종로구,연수구
10,1124.36,종로구,연수구
15,1780.04,종로구,연수구
20,2319.14,종로구,연수구
25,2404.34,종로구,연수구
30,2556.85,종로구,연수구
35,3072.89,종로구,연수구
40,4242.24,종로구,연수구
45,3401.44,종로구,연수구
50,3621.92,종로구,연수구
55,2463.52,종로구,연수구
60,2463.46,종로구,연수구
65,2270.5,종로구,연수구
70,1460.94,종로구,연수구
75,958.26,종로구,연수구
80,874.34,종로구,연수구
0,1455.89,종로구,남동구
10,778.5699999999999,종로구,남동구
15,1298.52,종로구,남동구
20,2072.55,종로구,남동구
25,2919.19,종로구,남동구
30,3568.05,종로구,남동구
35,3291.17,종로구,남동구
40,3881.75,종로구,남동구
45,3254.12,종로구,남동구
50,3456.69,종로구,남동구
55,3071.55,종로구,남동구
60,4313.85,종로구,남동구
65,3646.96,종로구,남동구
70,2492.19,종로구,남동구
75,2802.97,종로구,남동구
80,3369.06,종로구,남동구
0,1581.55,종로구,부평구
10,630.91,종로구,부평구
15,1934.61,종로구,부평구
20,3292.13,종로구,부평구
25,5640.27,종로구,부평구
30,6938.43,종로구,부평구
35,6275.92,종로구,부평구
40,6389.08,종로구,부평구
45,5958.48,종로구,부평구
50,5743.69,종로구,부평구
55,6426.39,종로구,부평구
60,6637.49,종로구,부평구
65,6501.51,종로구,부평구
70,4334.44,종로구,부평구
75,4666.02,종로구,부평구
80,5533.42,종로구,부평구
0,647.13,종로구,계양구
10,455.02,종로구,계양구
15,1223.02,종로구,계양구
20,1701.16,종로구,계양구
25,2669.15,종로구,계양구
30,2981.97,종로구,계양구
35,3085.16,종로구,계양구
40,3247.99,종로구,계양구
45,2686.21,종로구,계양구
50,3161.66,종로구,계양구
55,3360.53,종로구,계양구
60,4315.57,종로구,계양구
65,2943.24,종로구,계양구
70,1730.79,종로구,계양구
75,1988.46,종로구,계양구
80,2628.97,종로구,계양구
0,3641.16,종로구,서구
10,1759.32,종로구,서구
15,2516.35,종로구,서구
20,3920.76,종로구,서구
25,7032.11,종로구,서구
30,8206.11,종로구,서구
35,9175.95,종로구,서구
40,10266.37,종로구,서구
45,8238.62,종로구,서구
50,7980.07,종로구,서구
55,6328.89,종로구,서구
60,7032.67,종로구,서구
65,6345.15,종로구,서구
70,3637.55,종로구,서구
75,3423.83,종로구,서구
80,4084.52,종로구,서구
0,291.89,종로구,강화군
10,153.29,종로구,강화군
15,150.49,종로구,강화군
20,76.02,종로구,강화군
25,141.92,종로구,강화군
30,186.06,종로구,강화군
35,220.0,종로구,강화군
40,507.9,종로구,강화군
45,571.3199999999999,종로구,강화군
50,722.05,종로구,강화군
55,927.17,종로구,강화군
60,1157.29,종로구,강화군
65,1286.32,종로구,강화군
70,757.67,종로구,강화군
75,650.86,종로구,강화군
80,977.74,종로구,강화군
0,98.98,종로구,옹진군
10,44.52,종로구,옹진군
15,4.5,종로구,옹진군
20,12.1,종로구,옹진군
25,6.05,종로구,옹진군
30,12.1,종로구,옹진군
35,15.1,종로구,옹진군
40,40.11,종로구,옹진군
45,57.44,종로구,옹진군
50,54.78,종로구,옹진군
55,61.98,종로구,옹진군
60,47.03,종로구,옹진군
65,55.86,종로구,옹진군
70,67.21,종로구,옹진군
75,56.7,종로구,옹진군
80,19.02,종로구,옹진군
0,447.71,종로구,광주광역시
10,677.14,종로구,광주광역시
15,447.28,종로구,광주광역시
20,313.08,종로구,광주광역시
25,331.37,종로구,광주광역시
30,410.53,종로구,광주광역시
35,534.56,종로구,광주광역시
40,758.65,종로구,광주광역시
45,656.81,종로구,광주광역시
50,898.99,종로구,광주광역시
55,820.38,종로구,광주광역시
60,765.58,종로구,광주광역시
65,446.88,종로구,광주광역시
70,246.41,종로구,광주광역시
75,151.34,종로구,광주광역시
80,460.09,종로구,광주광역시
0,803.13,종로구,대전광역시
10,382.1,종로구,대전광역시
15,940.07,종로구,대전광역시
20,1720.82,종로구,대전광역시
25,2222.5,종로구,대전광역시
30,1862.92,종로구,대전광역시
35,1774.5,종로구,대전광역시
40,2174.49,종로구,대전광역시
45,2406.9,종로구,대전광역시
50,2821.04,종로구,대전광역시
55,2502.12,종로구,대전광역시
60,2138.24,종로구,대전광역시
65,1735.29,종로구,대전광역시
70,1052.67,종로구,대전광역시
75,885.35,종로구,대전광역시
80,878.14,종로구,대전광역시
0,163.89,종로구,울산광역시
10,114.41,종로구,울산광역시
15,186.93,종로구,울산광역시
20,87.5,종로구,울산광역시
25,189.55,종로구,울산광역시
30,211.62,종로구,울산광역시
35,340.71,종로구,울산광역시
40,349.68,종로구,울산광역시
45,460.59,종로구,울산광역시
50,474.72,종로구,울산광역시
55,409.63,종로구,울산광역시
60,429.61,종로구,울산광역시
65,265.05,종로구,울산광역시
70,121.7,종로구,울산광역시
75,171.96,종로구,울산광역시
80,57.8,종로구,울산광역시
0,376.33,종로구,세종특별자치시
10,282.55,종로구,세종특별자치시
15,483.77,종로구,세종특별자치시
20,363.76,종로구,세종특별자치시
25,524.54,종로구,세종특별자치시
30,793.26,종로구,세종특별자치시
35,960.54,종로구,세종특별자치시
40,1924.79,종로구,세종특별자치시
45,1842.22,종로구,세종특별자치시
50,1735.82,종로구,세종특별자치시
55,1266.08,종로구,세종특별자치시
60,705.93,종로구,세종특별자치시
65,654.12,종로구,세종특별자치시
70,272.91,종로구,세종특별자치시
75,262.9,종로구,세종특별자치시
80,309.84000000000003,종로구,세종특별자치시
0,746.52,종로구,장안구
10,409.28,종로구,장안구
15,2885.46,종로구,장안구
20,3641.29,종로구,장안구
25,3285.31,종로구,장안구
30,2621.52,종로구,장안구
35,1769.13,종로구,장안구
40,2465.25,종로구,장안구
45,2122.5,종로구,장안구
50,2883.37,종로구,장안구
55,2355.86,종로구,장안구
60,2681.26,종로구,장안구
65,1729.02,종로구,장안구
70,1650.86,종로구,장안구
75,1035.51,종로구,장안구
80,1787.51,종로구,장안구
0,786.57,종로구,권선구
10,381.17,종로구,권선구
15,949.17,종로구,권선구
20,1532.52,종로구,권선구
25,2762.24,종로구,권선구
30,3100.09,종로구,권선구
35,2185.74,종로구,권선구
40,2877.03,종로구,권선구
45,2718.05,종로구,권선구
50,3246.2,종로구,권선구
55,2439.89,종로구,권선구
60,2813.69,종로구,권선구
65,1907.79,종로구,권선구
70,1843.5,종로구,권선구
75,1587.62,종로구,권선구
80,1407.87,종로구,권선구
0,447.76,종로구,팔달구
10,507.08,종로구,팔달구
15,984.92,종로구,팔달구
20,1880.32,종로구,팔달구
25,2889.48,종로구,팔달구
30,2645.4,종로구,팔달구
35,2061.38,종로구,팔달구
40,2310.13,종로구,팔달구
45,1880.36,종로구,팔달구
50,2271.92,종로구,팔달구
55,2045.78,종로구,팔달구
60,2408.43,종로구,팔달구
65,1914.06,종로구,팔달구
70,1496.9,종로구,팔달구
75,1035.12,종로구,팔달구
80,1978.83,종로구,팔달구
0,1050.07,종로구,영통구
10,664.28,종로구,영통구
15,1542.6,종로구,영통구
20,2909.41,종로구,영통구
25,3982.99,종로구,영통구
30,4549.11,종로구,영통구
35,3537.42,종로구,영통구
40,3911.23,종로구,영통구
45,3965.28,종로구,영통구
50,4673.31,종로구,영통구
55,3103.23,종로구,영통구
60,2758.93,종로구,영통구
65,2004.26,종로구,영통구
70,1354.73,종로구,영통구
75,1219.88,종로구,영통구
80,1901.94,종로구,영통구
0,1397.6,종로구,수정구
10,528.0,종로구,수정구
15,1890.89,종로구,수정구
20,3524.22,종로구,수정구
25,4546.79,종로구,수정구
30,4193.79,종로구,수정구
35,4914.97,종로구,수정구
40,4810.07,종로구,수정구
45,4258.22,종로구,수정구
50,5526.96,종로구,수정구
55,5085.78,종로구,수정구
60,4891.76,종로구,수정구
65,4270.93,종로구,수정구
70,2788.51,종로구,수정구
75,2922.41,종로구,수정구
80,2818.01,종로구,수정구
0,641.66,종로구,중원구
10,286.97,종로구,중원구
15,780.66,종로구,중원구
20,1258.37,종로구,중원구
25,2139.34,종로구,중원구
30,2093.19,종로구,중원구
35,2295.51,종로구,중원구
40,2582.13,종로구,중원구
45,2477.23,종로구,중원구
50,2557.9,종로구,중원구
55,2558.98,종로구,중원구
60,3067.18,종로구,중원구
65,3124.36,종로구,중원구
70,1855.58,종로구,중원구
75,1873.61,종로구,중원구
80,2346.55,종로구,중원구
0,3630.14,종로구,분당구
10,2844.68,종로구,분당구
15,4233.1,종로구,분당구
20,7522.54,종로구,분당구
25,12403.61,종로구,분당구
30,12799.59,종로구,분당구
35,12667.61,종로구,분당구
40,16361.77,종로구,분당구
45,16453.079999999998,종로구,분당구
50,19609.97,종로구,분당구
55,14315.27,종로구,분당구
60,12821.64,종로구,분당구
65,11665.28,종로구,분당구
70,7878.63,종로구,분당구
75,7533.9,종로구,분당구
80,13047.4,종로구,분당구
0,3740.72,종로구,의정부시
10,1689.19,종로구,의정부시
15,5378.69,종로구,의정부시
20,11459.45,종로구,의정부시
25,15818.59,종로구,의정부시
30,14660.51,종로구,의정부시
35,12429.87,종로구,의정부시
40,15082.97,종로구,의정부시
45,12504.11,종로구,의정부시
50,17652.6,종로구,의정부시
55,16918.19,종로구,의정부시
60,15779.4,종로구,의정부시
65,14474.96,종로구,의정부시
70,12191.86,종로구,의정부시
75,10386.86,종로구,의정부시
80,15857.98,종로구,의정부시
0,729.16,종로구,만안구
10,357.3,종로구,만안구
15,1218.62,종로구,만안구
20,1758.33,종로구,만안구
25,3335.23,종로구,만안구
30,3293.65,종로구,만안구
35,3645.5,종로구,만안구
40,4447.75,종로구,만안구
45,2468.59,종로구,만안구
50,3516.43,종로구,만안구
55,3344.47,종로구,만안구
60,4259.4,종로구,만안구
65,4113.54,종로구,만안구
70,2804.04,종로구,만안구
75,3099.27,종로구,만안구
80,3780.39,종로구,만안구
0,1785.0,종로구,동안구
10,985.32,종로구,동안구
15,1881.9,종로구,동안구
20,3246.05,종로구,동안구
25,5503.46,종로구,동안구
30,6032.38,종로구,동안구
35,6225.1,종로구,동안구
40,7646.96,종로구,동안구
45,6897.93,종로구,동안구
50,7517.55,종로구,동안구
55,6319.73,종로구,동안구
60,5607.75,종로구,동안구
65,6272.13,종로구,동안구
70,3872.5,종로구,동안구
75,3394.75,종로구,동안구
80,4608.77,종로구,동안구
0,3362.97,종로구,부천시
10,1676.42,종로구,부천시
15,4182.81,종로구,부천시
20,8808.2,종로구,부천시
25,14865.3,종로구,부천시
30,16163.03,종로구,부천시
35,14326.51,종로구,부천시
40,14882.78,종로구,부천시
45,13995.7,종로구,부천시
50,16668.5,종로구,부천시
55,14673.04,종로구,부천시
60,15572.9,종로구,부천시
65,16605.01,종로구,부천시
70,9682.89,종로구,부천시
75,8301.06,종로구,부천시
80,10495.52,종로구,부천시
0,1635.27,종로구,광명시
10,949.91,종로구,광명시
15,2020.95,종로구,광명시
20,2569.82,종로구,광명시
25,4188.35,종로구,광명시
30,4632.55,종로구,광명시
35,5605.57,종로구,광명시
40,6836.58,종로구,광명시
45,5463.49,종로구,광명시
50,5666.42,종로구,광명시
55,5780.7,종로구,광명시
60,5729.59,종로구,광명시
65,5020.77,종로구,광명시
70,3366.72,종로구,광명시
75,2894.74,종로구,광명시
80,3514.19,종로구,광명시
0,1148.33,종로구,평택시
10,948.77,종로구,평택시
15,769.87,종로구,평택시
20,1379.77,종로구,평택시
25,1805.14,종로구,평택시
30,1967.98,종로구,평택시
35,1707.02,종로구,평택시
40,1871.14,종로구,평택시
45,1558.73,종로구,평택시
50,2273.97,종로구,평택시
55,1955.77,종로구,평택시
60,2276.98,종로구,평택시
65,2194.51,종로구,평택시
70,1277.5,종로구,평택시
75,1407.06,종로구,평택시
80,1276.27,종로구,평택시
0,385.1,종로구,동두천시
10,260.71,종로구,동두천시
15,715.92,종로구,동두천시
20,1232.02,종로구,동두천시
25,1189.37,종로구,동두천시
30,713.58,종로구,동두천시
35,838.2,종로구,동두천시
40,1108.03,종로구,동두천시
45,899.97,종로구,동두천시
50,1589.47,종로구,동두천시
55,1636.94,종로구,동두천시
60,2381.22,종로구,동두천시
65,2631.08,종로구,동두천시
70,1945.22,종로구,동두천시
75,2714.23,종로구,동두천시
80,4459.21,종로구,동두천시
0,299.52,종로구,상록구
10,208.65,종로구,상록구
15,898.76,종로구,상록구
20,2094.74,종로구,상록구
25,2312.58,종로구,상록구
30,1637.93,종로구,상록구
35,1553.47,종로구,상록구
40,1925.82,종로구,상록구
45,1551.79,종로구,상록구
50,1932.74,종로구,상록구
55,1984.44,종로구,상록구
60,2592.27,종로구,상록구
65,2482.05,종로구,상록구
70,1873.39,종로구,상록구
75,2429.94,종로구,상록구
80,3027.56,종로구,상록구
0,792.16,종로구,단원구
10,501.07,종로구,단원구
15,866.99,종로구,단원구
20,2397.83,종로구,단원구
25,3255.37,종로구,단원구
30,2792.56,종로구,단원구
35,2583.03,종로구,단원구
40,2168.98,종로구,단원구
45,2021.61,종로구,단원구
50,2387.49,종로구,단원구
55,2456.77,종로구,단원구
60,2497.22,종로구,단원구
65,2203.08,종로구,단원구
70,1052.38,종로구,단원구
75,1087.73,종로구,단원구
80,1510.56,종로구,단원구
0,10288.62,종로구,덕양구
10,4047.38,종로구,덕양구
15,6378.6,종로구,덕양구
20,13501.29,종로구,덕양구
25,21398.31,종로구,덕양구
30,29604.5,종로구,덕양구
35,31274.36,종로구,덕양구
40,34905.52,종로구,덕양구
