나이,이동인구(합),출발 시군구 코드,도착 시군구 코드
0,509.11,구리시,서대문구
10,221.21,구리시,서대문구
15,996.92,구리시,서대문구
20,1403.44,구리시,서대문구
25,1825.4,구리시,서대문구
30,1642.46,구리시,서대문구
35,1595.62,구리시,서대문구
40,2502.54,구리시,서대문구
45,2259.53,구리시,서대문구
50,2610.18,구리시,서대문구
55,2725.29,구리시,서대문구
60,2418.56,구리시,서대문구
65,2075.97,구리시,서대문구
70,806.11,구리시,서대문구
75,663.59,구리시,서대문구
80,1157.35,구리시,서대문구
0,894.14,구리시,마포구
10,553.25,구리시,마포구
15,2123.87,구리시,마포구
20,3178.33,구리시,마포구
25,4538.92,구리시,마포구
30,3757.16,구리시,마포구
35,3907.43,구리시,마포구
40,3919.31,구리시,마포구
45,4296.32,구리시,마포구
50,3420.04,구리시,마포구
55,2996.9,구리시,마포구
60,2520.32,구리시,마포구
65,1911.96,구리시,마포구
70,1194.08,구리시,마포구
75,753.41,구리시,마포구
80,821.88,구리시,마포구
0,459.29,구리시,양천구
10,151.59,구리시,양천구
15,307.85,구리시,양천구
20,39.76,구리시,양천구
25,290.67,구리시,양천구
30,403.46,구리시,양천구
35,548.89,구리시,양천구
40,995.06,구리시,양천구
45,1085.51,구리시,양천구
50,1661.21,구리시,양천구
55,1126.0,구리시,양천구
60,1108.89,구리시,양천구
65,717.5,구리시,양천구
70,385.63,구리시,양천구
75,272.86,구리시,양천구
80,432.78,구리시,양천구
0,1428.39,구리시,강서구
10,418.01,구리시,강서구
15,422.05,구리시,강서구
20,481.52,구리시,강서구
25,1342.85,구리시,강서구
30,1647.84,구리시,강서구
35,2154.61,구리시,강서구
40,3173.81,구리시,강서구
45,2722.0,구리시,강서구
50,3010.18,구리시,강서구
55,2951.82,구리시,강서구
60,2609.03,구리시,강서구
65,2040.32,구리시,강서구
70,914.76,구리시,강서구
75,412.93,구리시,강서구
80,821.41,구리시,강서구
0,339.29,구리시,구로구
10,148.26,구리시,구로구
15,344.41,구리시,구로구
20,380.46,구리시,구로구
25,1025.67,구리시,구로구
30,935.72,구리시,구로구
35,844.86,구리시,구로구
40,2341.74,구리시,구로구
45,2019.15,구리시,구로구
50,2215.05,구리시,구로구
55,1904.51,구리시,구로구
60,2077.01,구리시,구로구
65,1241.22,구리시,구로구
70,546.07,구리시,구로구
75,446.33,구리시,구로구
80,711.97,구리시,구로구
0,213.67,구리시,금천구
10,42.46,구리시,금천구
15,47.17,구리시,금천구
20,96.23,구리시,금천구
25,420.46,구리시,금천구
30,889.44,구리시,금천구
35,527.04,구리시,금천구
40,972.28,구리시,금천구
45,1339.65,구리시,금천구
50,1540.42,구리시,금천구
55,981.45,구리시,금천구
60,990.55,구리시,금천구
65,961.71,구리시,금천구
70,235.59,구리시,금천구
75,234.52,구리시,금천구
80,203.8,구리시,금천구
0,596.72,구리시,영등포구
10,374.21,구리시,영등포구
15,661.6,구리시,영등포구
20,1118.59,구리시,영등포구
25,2842.52,구리시,영등포구
30,3465.06,구리시,영등포구
35,3742.49,구리시,영등포구
40,4243.62,구리시,영등포구
45,4579.6,구리시,영등포구
50,4651.69,구리시,영등포구
55,3867.91,구리시,영등포구
60,3708.43,구리시,영등포구
65,2602.64,구리시,영등포구
70,1455.7,구리시,영등포구
75,763.18,구리시,영등포구
80,1243.94,구리시,영등포구
0,508.26,구리시,동작구
10,326.91,구리시,동작구
15,870.79,구리시,동작구
20,1105.14,구리시,동작구
25,996.7,구리시,동작구
30,1382.33,구리시,동작구
35,1419.79,구리시,동작구
40,1803.84,구리시,동작구
45,1926.78,구리시,동작구
50,2045.43,구리시,동작구
55,2148.21,구리시,동작구
60,2062.71,구리시,동작구
65,2093.74,구리시,동작구
70,1129.74,구리시,동작구
75,807.35,구리시,동작구
80,1218.76,구리시,동작구
0,191.32,구리시,관악구
10,121.53,구리시,관악구
15,335.89,구리시,관악구
20,573.95,구리시,관악구
25,1585.32,구리시,관악구
30,1312.18,구리시,관악구
35,1441.88,구리시,관악구
40,1617.14,구리시,관악구
45,1539.92,구리시,관악구
50,2189.17,구리시,관악구
55,2247.82,구리시,관악구
60,1698.28,구리시,관악구
65,1561.27,구리시,관악구
70,1127.51,구리시,관악구
75,749.33,구리시,관악구
80,628.4499999999999,구리시,관악구
0,1475.15,구리시,서초구
10,1128.57,구리시,서초구
15,2165.38,구리시,서초구
20,3177.71,구리시,서초구
25,7689.14,구리시,서초구
30,8534.45,구리시,서초구
35,8914.8,구리시,서초구
40,11261.53,구리시,서초구
45,9757.21,구리시,서초구
50,9500.28,구리시,서초구
55,9889.33,구리시,서초구
60,8232.43,구리시,서초구
65,6461.88,구리시,서초구
70,3825.13,구리시,서초구
75,2170.04,구리시,서초구
80,2855.49,구리시,서초구
0,4591.4,구리시,강남구
10,2842.52,구리시,강남구
15,5681.27,구리시,강남구
20,8431.97,구리시,강남구
25,21000.87,구리시,강남구
30,25708.64,구리시,강남구
35,24153.54,구리시,강남구
40,31115.59,구리시,강남구
45,25870.05,구리시,강남구
50,24281.19,구리시,강남구
55,19538.12,구리시,강남구
60,18008.06,구리시,강남구
65,13757.84,구리시,강남구
70,7012.06,구리시,강남구
75,5157.14,구리시,강남구
80,7322.94,구리시,강남구
0,9085.14,구리시,송파구
10,4552.65,구리시,송파구
15,5446.04,구리시,송파구
20,8430.49,구리시,송파구
25,17660.86,구리시,송파구
30,22283.7,구리시,송파구
35,22540.92,구리시,송파구
40,27502.76,구리시,송파구
45,23354.07,구리시,송파구
50,26497.44,구리시,송파구
55,23899.41,구리시,송파구
60,22557.15,구리시,송파구
65,19053.38,구리시,송파구
70,8707.1,구리시,송파구
75,6229.42,구리시,송파구
80,6218.41,구리시,송파구
0,10085.98,구리시,강동구
10,6092.1,구리시,강동구
15,4079.63,구리시,강동구
20,4479.43,구리시,강동구
25,11505.93,구리시,강동구
30,17682.34,구리시,강동구
35,18523.54,구리시,강동구
40,26367.09,구리시,강동구
45,24300.53,구리시,강동구
50,26844.7,구리시,강동구
55,29960.32,구리시,강동구
60,28261.36,구리시,강동구
65,23672.88,구리시,강동구
70,13477.23,구리시,강동구
75,8285.9,구리시,강동구
80,11126.75,구리시,강동구
0,6427.89,남양주시,종로구
10,3284.01,남양주시,종로구
15,6710.61,남양주시,종로구
20,10699.51,남양주시,종로구
25,14251.33,남양주시,종로구
30,14592.88,남양주시,종로구
35,12643.36,남양주시,종로구
40,20774.98,남양주시,종로구
45,19173.07,남양주시,종로구
50,22626.47,남양주시,종로구
55,20606.61,남양주시,종로구
60,20397.59,남양주시,종로구
65,20233.67,남양주시,종로구
70,14209.99,남양주시,종로구
75,13562.58,남양주시,종로구
80,17659.16,남양주시,종로구
0,5243.91,남양주시,중구
10,3251.67,남양주시,중구
15,6289.59,남양주시,중구
20,9519.08,남양주시,중구
25,16280.88,남양주시,중구
30,18467.57,남양주시,중구
35,18627.16,남양주시,중구
40,26207.99,남양주시,중구
45,24230.62,남양주시,중구
50,29965.84,남양주시,중구
55,23282.82,남양주시,중구
60,21887.16,남양주시,중구
65,20120.71,남양주시,중구
70,14210.21,남양주시,중구
75,11828.96,남양주시,중구
80,16361.53,남양주시,중구
0,3221.67,남양주시,용산구
10,1654.37,남양주시,용산구
15,3525.12,남양주시,용산구
20,6654.61,남양주시,용산구
25,10226.43,남양주시,용산구
30,10933.16,남양주시,용산구
35,10551.95,남양주시,용산구
40,13914.08,남양주시,용산구
45,11804.99,남양주시,용산구
50,13412.77,남양주시,용산구
55,11139.0,남양주시,용산구
60,10286.07,남양주시,용산구
65,9063.68,남양주시,용산구
70,4890.06,남양주시,용산구
75,4237.91,남양주시,용산구
80,5277.05,남양주시,용산구
0,6133.97,남양주시,성동구
10,2628.45,남양주시,성동구
15,5753.08,남양주시,성동구
20,11591.44,남양주시,성동구
25,20369.05,남양주시,성동구
30,19960.44,남양주시,성동구
35,21346.33,남양주시,성동구
40,28839.9,남양주시,성동구
45,22844.02,남양주시,성동구
50,30901.86,남양주시,성동구
55,26977.58,남양주시,성동구
60,25803.57,남양주시,성동구
65,21296.39,남양주시,성동구
70,12944.26,남양주시,성동구
75,8187.9,남양주시,성동구
80,10476.79,남양주시,성동구
0,13794.54,남양주시,광진구
10,6514.86,남양주시,광진구
15,10500.18,남양주시,광진구
20,14550.22,남양주시,광진구
25,24515.02,남양주시,광진구
30,25758.84,남양주시,광진구
35,26814.13,남양주시,광진구
40,36052.8,남양주시,광진구
45,34940.3,남양주시,광진구
50,42258.4,남양주시,광진구
55,44070.92,남양주시,광진구
60,40216.61,남양주시,광진구
65,33901.95,남양주시,광진구
70,20054.26,남양주시,광진구
75,15149.93,남양주시,광진구
80,15589.4,남양주시,광진구
0,8385.69,남양주시,동대문구
10,3858.12,남양주시,동대문구
15,7994.31,남양주시,동대문구
20,13885.17,남양주시,동대문구
25,20418.86,남양주시,동대문구
30,19640.37,남양주시,동대문구
35,19060.03,남양주시,동대문구
40,32092.33,남양주시,동대문구
45,31986.65,남양주시,동대문구
50,38057.87,남양주시,동대문구
55,40127.84,남양주시,동대문구
60,43229.47,남양주시,동대문구
65,42545.26,남양주시,동대문구
70,30529.18,남양주시,동대문구
75,29111.28,남양주시,동대문구
80,39287.94,남양주시,동대문구
0,37303.14,남양주시,중랑구
10,13233.14,남양주시,중랑구
15,16934.86,남양주시,중랑구
20,18982.59,남양주시,중랑구
25,39991.62,남양주시,중랑구
30,48512.11,남양주시,중랑구
35,49200.3,남양주시,중랑구
40,69296.41,남양주시,중랑구
45,59902.44,남양주시,중랑구
50,79140.17,남양주시,중랑구
55,95172.02,남양주시,중랑구
60,98800.61,남양주시,중랑구
65,87792.3,남양주시,중랑구
70,56485.62,남양주시,중랑구
75,39698.97,남양주시,중랑구
80,50361.19,남양주시,중랑구
0,9046.67,남양주시,성북구
10,3493.55,남양주시,성북구
15,7644.99,남양주시,성북구
20,12283.83,남양주시,성북구
25,13479.71,남양주시,성북구
30,15506.08,남양주시,성북구
35,16914.48,남양주시,성북구
40,24724.31,남양주시,성북구
45,22578.23,남양주시,성북구
50,29633.34,남양주시,성북구
55,27726.85,남양주시,성북구
60,27520.6,남양주시,성북구
65,21969.07,남양주시,성북구
70,14797.0,남양주시,성북구
75,11866.55,남양주시,성북구
80,14845.52,남양주시,성북구
0,4352.36,남양주시,강북구
10,1702.63,남양주시,강북구
15,3097.43,남양주시,강북구
20,5683.46,남양주시,강북구
25,9204.85,남양주시,강북구
30,9243.71,남양주시,강북구
35,8416.58,남양주시,강북구
40,12944.81,남양주시,강북구
45,14056.08,남양주시,강북구
50,16431.17,남양주시,강북구
55,16959.93,남양주시,강북구
60,17654.12,남양주시,강북구
65,14882.97,남양주시,강북구
70,8746.53,남양주시,강북구
75,6554.64,남양주시,강북구
80,6944.4400000000005,남양주시,강북구
0,5889.68,남양주시,도봉구
10,2654.19,남양주시,도봉구
15,3355.94,남양주시,도봉구
20,4989.71,남양주시,도봉구
25,9048.08,남양주시,도봉구
30,12016.03,남양주시,도봉구
35,12274.72,남양주시,도봉구
40,17132.69,남양주시,도봉구
45,15964.39,남양주시,도봉구
50,21239.66,남양주시,도봉구
55,23286.77,남양주시,도봉구
60,24083.0,남양주시,도봉구
65,22588.91,남양주시,도봉구
70,12079.44,남양주시,도봉구
75,8803.72,남양주시,도봉구
80,11437.14,남양주시,도봉구
0,44487.69,남양주시,노원구
10,33712.38,남양주시,노원구
15,56528.6,남양주시,노원구
20,43159.46,남양주시,노원구
25,44370.59,남양주시,노원구
30,48289.35,남양주시,노원구
35,54842.67,남양주시,노원구
40,72954.63,남양주시,노원구
45,73954.55,남양주시,노원구
50,98969.17,남양주시,노원구
55,98837.95,남양주시,노원구
60,99967.64,남양주시,노원구
65,87475.48,남양주시,노원구
70,50239.3,남양주시,노원구
75,37056.95,남양주시,노원구
80,46166.14,남양주시,노원구
0,2123.94,남양주시,은평구
10,811.15,남양주시,은평구
15,1235.39,남양주시,은평구
20,947.57,남양주시,은평구
25,2059.18,남양주시,은평구
30,2764.56,남양주시,은평구
35,3535.44,남양주시,은평구
40,5633.85,남양주시,은평구
45,5325.01,남양주시,은평구
50,6873.9,남양주시,은평구
55,6183.34,남양주시,은평구
60,6247.9,남양주시,은평구
65,6197.44,남양주시,은평구
70,3203.51,남양주시,은평구
75,2373.46,남양주시,은평구
80,3118.52,남양주시,은평구
0,1989.31,남양주시,서대문구
10,829.6,남양주시,서대문구
15,2677.68,남양주시,서대문구
20,5021.01,남양주시,서대문구
25,4873.61,남양주시,서대문구
30,5020.25,남양주시,서대문구
35,5821.63,남양주시,서대문구
40,6954.0,남양주시,서대문구
45,7130.61,남양주시,서대문구
50,8223.32,남양주시,서대문구
55,7284.46,남양주시,서대문구
60,6525.3,남양주시,서대문구
65,5224.15,남양주시,서대문구
70,3095.46,남양주시,서대문구
75,2336.02,남양주시,서대문구
80,3542.67,남양주시,서대문구
0,3040.76,남양주시,마포구
10,2315.48,남양주시,마포구
15,7103.4800000000005,남양주시,마포구
20,9599.12,남양주시,마포구
25,10412.45,남양주시,마포구
30,9660.95,남양주시,마포구
35,8339.22,남양주시,마포구
40,11841.95,남양주시,마포구
45,9826.75,남양주시,마포구
50,10149.02,남양주시,마포구
55,9073.48,남양주시,마포구
60,7792.19,남양주시,마포구
65,7059.13,남양주시,마포구
70,3647.32,남양주시,마포구
75,2784.07,남양주시,마포구
80,2789.23,남양주시,마포구
0,1270.24,남양주시,양천구
10,494.84,남양주시,양천구
15,577.34,남양주시,양천구
20,411.35,남양주시,양천구
25,1018.98,남양주시,양천구
30,1433.89,남양주시,양천구
35,1793.63,남양주시,양천구
40,2899.95,남양주시,양천구
45,3587.02,남양주시,양천구
50,3577.29,남양주시,양천구
55,3634.81,남양주시,양천구
60,3694.06,남양주시,양천구
65,3287.86,남양주시,양천구
70,1820.25,남양주시,양천구
75,1151.64,남양주시,양천구
80,1196.74,남양주시,양천구
0,3493.65,남양주시,강서구
10,1366.66,남양주시,강서구
15,1568.54,남양주시,강서구
20,1924.36,남양주시,강서구
25,4222.92,남양주시,강서구
30,5174.6,남양주시,강서구
35,5227.1,남양주시,강서구
40,8156.0,남양주시,강서구
45,7661.58,남양주시,강서구
50,8906.58,남양주시,강서구
55,8256.02,남양주시,강서구
60,7246.519999999999,남양주시,강서구
65,6027.67,남양주시,강서구
70,3504.32,남양주시,강서구
75,2272.18,남양주시,강서구
80,3228.2,남양주시,강서구
0,1543.69,남양주시,구로구
10,919.32,남양주시,구로구
15,1460.97,남양주시,구로구
20,1567.39,남양주시,구로구
25,2706.63,남양주시,구로구
30,2752.52,남양주시,구로구
35,3913.96,남양주시,구로구
40,5414.13,남양주시,구로구
45,4755.68,남양주시,구로구
50,6297.17,남양주시,구로구
55,5078.38,남양주시,구로구
60,5715.69,남양주시,구로구
65,4025.26,남양주시,구로구
70,2513.71,남양주시,구로구
75,2143.28,남양주시,구로구
80,1316.94,남양주시,구로구
0,415.89,남양주시,금천구
10,260.18,남양주시,금천구
15,312.32,남양주시,금천구
20,518.51,남양주시,금천구
25,1777.93,남양주시,금천구
30,2232.35,남양주시,금천구
35,2010.33,남양주시,금천구
40,3091.75,남양주시,금천구
45,2869.85,남양주시,금천구
50,4194.98,남양주시,금천구
55,2891.94,남양주시,금천구
60,2647.77,남양주시,금천구
65,2005.61,남양주시,금천구
70,1232.97,남양주시,금천구
75,837.8,남양주시,금천구
80,844.78,남양주시,금천구
0,3322.88,남양주시,영등포구
10,1554.31,남양주시,영등포구
15,2762.99,남양주시,영등포구
20,3488.58,남양주시,영등포구
25,7583.17,남양주시,영등포구
30,8775.63,남양주시,영등포구
35,7892.77,남양주시,영등포구
40,11862.15,남양주시,영등포구
45,10653.83,남양주시,영등포구
50,13245.47,남양주시,영등포구
55,9646.28,남양주시,영등포구
60,10807.72,남양주시,영등포구
65,7721.33,남양주시,영등포구
70,3971.76,남양주시,영등포구
75,3786.86,남양주시,영등포구
80,4237.11,남양주시,영등포구
0,1732.9,남양주시,동작구
10,937.81,남양주시,동작구
15,2268.29,남양주시,동작구
20,3052.91,남양주시,동작구
25,4044.77,남양주시,동작구
30,3363.03,남양주시,동작구
35,4007.2,남양주시,동작구
40,4435.85,남양주시,동작구
45,6114.11,남양주시,동작구
50,7330.4,남양주시,동작구
55,6125.33,남양주시,동작구
60,6427.08,남양주시,동작구
65,6082.02,남양주시,동작구
70,4256.3,남양주시,동작구
75,3638.04,남양주시,동작구
80,3851.15,남양주시,동작구
0,1326.94,남양주시,관악구
10,646.21,남양주시,관악구
15,1684.76,남양주시,관악구
20,2555.92,남양주시,관악구
25,4744.57,남양주시,관악구
30,3964.26,남양주시,관악구
35,3784.01,남양주시,관악구
40,3914.43,남양주시,관악구
45,3884.71,남양주시,관악구
50,5744.95,남양주시,관악구
55,5790.25,남양주시,관악구
60,5042.03,남양주시,관악구
65,5011.81,남양주시,관악구
70,2882.68,남양주시,관악구
75,2427.31,남양주시,관악구
80,3352.12,남양주시,관악구
0,3861.87,남양주시,서초구
10,2569.41,남양주시,서초구
15,7355.17,남양주시,서초구
20,10009.1,남양주시,서초구
25,17486.36,남양주시,서초구
30,19383.77,남양주시,서초구
35,19082.4,남양주시,서초구
40,27624.69,남양주시,서초구
45,25905.05,남양주시,서초구
50,25786.6,남양주시,서초구
55,22538.49,남양주시,서초구
60,18720.65,남양주시,서초구
65,17006.63,남양주시,서초구
70,10890.12,남양주시,서초구
75,7901.32,남양주시,서초구
80,10169.76,남양주시,서초구
0,10963.93,남양주시,강남구
10,6207.4,남양주시,강남구
15,14660.43,남양주시,강남구
20,22821.86,남양주시,강남구
25,47573.74,남양주시,강남구
30,48915.65,남양주시,강남구
35,52054.75,남양주시,강남구
40,70761.48,남양주시,강남구
45,58721.59,남양주시,강남구
50,58888.95,남양주시,강남구
55,46175.19,남양주시,강남구
60,41084.99,남양주시,강남구
65,35731.7,남양주시,강남구
70,22130.61,남양주시,강남구
75,18635.03,남양주시,강남구
80,20192.6,남양주시,강남구
0,25378.82,남양주시,송파구
10,13391.71,남양주시,송파구
15,20479.09,남양주시,송파구
20,30684.7,남양주시,송파구
25,42810.88,남양주시,송파구
30,46662.07,남양주시,송파구
35,47964.13,남양주시,송파구
40,61989.34,남양주시,송파구
45,57262.84,남양주시,송파구
50,64722.74,남양주시,송파구
55,57359.27,남양주시,송파구
60,52124.72,남양주시,송파구
65,46079.63,남양주시,송파구
70,26563.61,남양주시,송파구
75,20219.91,남양주시,송파구
80,18619.13,남양주시,송파구
0,16678.88,남양주시,강동구
10,7465.73,남양주시,강동구
15,7485.37,남양주시,강동구
20,8390.57,남양주시,강동구
25,18846.48,남양주시,강동구
30,28136.15,남양주시,강동구
35,33924.76,남양주시,강동구
40,46844.42,남양주시,강동구
45,44898.76,남양주시,강동구
50,51111.47,남양주시,강동구
55,52339.67,남양주시,강동구
60,53548.47,남양주시,강동구
65,45539.44,남양주시,강동구
70,27207.54,남양주시,강동구
75,19879.25,남양주시,강동구
80,21656.43,남양주시,강동구
0,549.22,오산시,종로구
10,449.62,오산시,종로구
15,639.05,오산시,종로구
20,883.3100000000001,오산시,종로구
25,1215.35,오산시,종로구
30,730.3,오산시,종로구
35,1129.36,오산시,종로구
40,1245.01,오산시,종로구
45,1328.84,오산시,종로구
50,1118.52,오산시,종로구
55,1436.17,오산시,종로구
60,1342.19,오산시,종로구
65,1421.7,오산시,종로구
70,895.84,오산시,종로구
75,1311.07,오산시,종로구
80,1292.84,오산시,종로구
0,342.12,오산시,중구
10,215.5,오산시,중구
15,590.79,오산시,중구
20,485.92,오산시,중구
25,1331.02,오산시,중구
30,1405.89,오산시,중구
35,1587.26,오산시,중구
40,2336.22,오산시,중구
45,1656.86,오산시,중구
50,1804.51,오산시,중구
55,1128.38,오산시,중구
60,1116.17,오산시,중구
65,1220.38,오산시,중구
70,878.27,오산시,중구
75,1093.46,오산시,중구
80,1453.14,오산시,중구
0,438.61,오산시,용산구
10,299.48,오산시,용산구
15,422.21,오산시,용산구
20,628.73,오산시,용산구
25,1136.87,오산시,용산구
30,985.1,오산시,용산구
35,946.26,오산시,용산구
40,1256.82,오산시,용산구
45,1145.05,오산시,용산구
50,994.14,오산시,용산구
55,850.68,오산시,용산구
60,804.55,오산시,용산구
65,905.57,오산시,용산구
70,323.03000000000003,오산시,용산구
75,434.87,오산시,용산구
80,1160.11,오산시,용산구
0,128.28,오산시,성동구
10,115.27,오산시,성동구
15,330.32,오산시,성동구
20,457.63,오산시,성동구
25,587.6,오산시,성동구
30,508.62,오산시,성동구
35,427.5,오산시,성동구
40,824.56,오산시,성동구
45,660.13,오산시,성동구
50,802.9499999999999,오산시,성동구
55,649.74,오산시,성동구
60,670.87,오산시,성동구
65,325.82,오산시,성동구
70,372.41,오산시,성동구
75,226.23,오산시,성동구
80,300.83,오산시,성동구
0,332.54,오산시,광진구
10,111.0,오산시,광진구
15,555.62,오산시,광진구
20,465.87,오산시,광진구
25,403.0,오산시,광진구
30,567.81,오산시,광진구
35,499.7,오산시,광진구
40,825.26,오산시,광진구
45,762.9,오산시,광진구
50,913.04,오산시,광진구
55,655.4,오산시,광진구
60,829.0,오산시,광진구
65,482.37,오산시,광진구
70,361.0,오산시,광진구
75,405.39,오산시,광진구
80,111.4,오산시,광진구
0,321.41,오산시,동대문구
10,139.21,오산시,동대문구
15,277.52,오산시,동대문구
20,272.05,오산시,동대문구
25,399.14,오산시,동대문구
30,304.98,오산시,동대문구
35,320.54,오산시,동대문구
40,667.39,오산시,동대문구
45,530.34,오산시,동대문구
50,586.75,오산시,동대문구
55,780.63,오산시,동대문구
60,782.1,오산시,동대문구
65,622.85,오산시,동대문구
70,644.82,오산시,동대문구
75,469.88,오산시,동대문구
80,821.09,오산시,동대문구
0,296.33,오산시,중랑구
10,43.31,오산시,중랑구
15,79.28999999999999,오산시,중랑구
20,40.52,오산시,중랑구
25,144.28,오산시,중랑구
30,186.88,오산시,중랑구
35,238.38,오산시,중랑구
40,408.43,오산시,중랑구
45,400.59,오산시,중랑구
50,417.16,오산시,중랑구
55,520.09,오산시,중랑구
60,552.81,오산시,중랑구
65,398.51,오산시,중랑구
70,167.5,오산시,중랑구
75,146.31,오산시,중랑구
80,115.85,오산시,중랑구
0,241.15,오산시,성북구
10,51.79,오산시,성북구
15,237.85,오산시,성북구
20,287.66,오산시,성북구
25,403.27,오산시,성북구
30,231.91,오산시,성북구
35,262.57,오산시,성북구
40,465.71,오산시,성북구
45,609.44,오산시,성북구
50,712.98,오산시,성북구
55,719.3199999999999,오산시,성북구
60,655.96,오산시,성북구
65,681.22,오산시,성북구
70,281.12,오산시,성북구
75,283.42,오산시,성북구
80,309.84000000000003,오산시,성북구
0,164.36,오산시,강북구
10,45.1,오산시,강북구
15,52.89,오산시,강북구
20,72.81,오산시,강북구
25,81.47,오산시,강북구
30,88.35,오산시,강북구
35,121.69,오산시,강북구
40,316.15,오산시,강북구
45,298.81,오산시,강북구
50,401.58,오산시,강북구
55,369.11,오산시,강북구
60,337.63,오산시,강북구
65,402.05,오산시,강북구
70,169.64,오산시,강북구
75,199.27,오산시,강북구
80,57.61,오산시,강북구
0,165.01,오산시,도봉구
10,45.72,오산시,도봉구
15,39.1,오산시,도봉구
20,40.9,오산시,도봉구
25,33.75,오산시,도봉구
30,122.02,오산시,도봉구
35,125.06,오산시,도봉구
40,214.96,오산시,도봉구
45,216.5,오산시,도봉구
50,328.33,오산시,도봉구
55,295.21,오산시,도봉구
60,421.63,오산시,도봉구
65,382.11,오산시,도봉구
70,257.75,오산시,도봉구
75,212.26,오산시,도봉구
80,272.12,오산시,도봉구
0,172.62,오산시,노원구
10,63.01,오산시,노원구
15,242.1,오산시,노원구
20,95.36,오산시,노원구
25,93.99,오산시,노원구
30,169.94,오산시,노원구
35,295.1,오산시,노원구
40,465.56,오산시,노원구
45,795.17,오산시,노원구
50,734.63,오산시,노원구
55,725.79,오산시,노원구
60,565.82,오산시,노원구
65,419.7,오산시,노원구
70,297.88,오산시,노원구
75,184.04,오산시,노원구
80,270.34,오산시,노원구
0,112.64,오산시,은평구
10,37.13,오산시,은평구
15,71.14,오산시,은평구
20,48.64,오산시,은평구
25,152.51,오산시,은평구
30,296.49,오산시,은평구
35,164.15,오산시,은평구
40,396.76,오산시,은평구
45,580.6800000000001,오산시,은평구
50,584.22,오산시,은평구
55,492.61,오산시,은평구
60,581.1,오산시,은평구
65,351.33,오산시,은평구
70,308.76,오산시,은평구
75,219.68,오산시,은평구
80,154.26,오산시,은평구
0,398.36,오산시,서대문구
10,93.86,오산시,서대문구
15,368.01,오산시,서대문구
20,348.3,오산시,서대문구
25,374.24,오산시,서대문구
30,328.43,오산시,서대문구
35,576.31,오산시,서대문구
40,657.96,오산시,서대문구
45,736.29,오산시,서대문구
50,645.47,오산시,서대문구
55,760.59,오산시,서대문구
60,529.1899999999999,오산시,서대문구
65,577.2,오산시,서대문구
70,259.98,오산시,서대문구
75,231.76,오산시,서대문구
80,221.74,오산시,서대문구
0,204.1,오산시,마포구
10,212.31,오산시,마포구
15,1040.31,오산시,마포구
20,1029.86,오산시,마포구
25,1088.87,오산시,마포구
30,638.0,오산시,마포구
35,752.71,오산시,마포구
40,1096.92,오산시,마포구
45,1015.95,오산시,마포구
50,1005.84,오산시,마포구
55,730.09,오산시,마포구
60,752.39,오산시,마포구
65,508.66,오산시,마포구
70,210.63,오산시,마포구
75,223.14,오산시,마포구
80,385.55,오산시,마포구
0,204.31,오산시,양천구
10,99.91,오산시,양천구
15,115.08,오산시,양천구
20,73.63,오산시,양천구
25,103.6,오산시,양천구
30,248.11,오산시,양천구
35,384.48,오산시,양천구
40,748.39,오산시,양천구
45,686.36,오산시,양천구
50,745.48,오산시,양천구
55,820.53,오산시,양천구
60,621.73,오산시,양천구
65,478.15,오산시,양천구
70,635.58,오산시,양천구
75,348.74,오산시,양천구
80,263.31,오산시,양천구
0,417.25,오산시,강서구
10,209.56,오산시,강서구
15,362.55,오산시,강서구
20,297.05,오산시,강서구
25,591.95,오산시,강서구
30,741.28,오산시,강서구
35,1071.08,오산시,강서구
40,1476.37,오산시,강서구
45,1436.21,오산시,강서구
50,1510.26,오산시,강서구
55,1482.38,오산시,강서구
60,1340.03,오산시,강서구
65,924.87,오산시,강서구
70,597.34,오산시,강서구
75,261.39,오산시,강서구
80,339.88,오산시,강서구
0,490.54,오산시,구로구
10,106.15,오산시,구로구
15,536.48,오산시,구로구
20,581.61,오산시,구로구
25,1374.91,오산시,구로구
30,1000.85,오산시,구로구
35,1637.48,오산시,구로구
40,2258.68,오산시,구로구
45,1565.09,오산시,구로구
50,2142.2,오산시,구로구
55,2518.03,오산시,구로구
60,2771.93,오산시,구로구
65,1759.55,오산시,구로구
70,1241.83,오산시,구로구
75,655.21,오산시,구로구
80,668.66,오산시,구로구
0,398.34,오산시,금천구
10,118.43,오산시,금천구
15,174.26999999999998,오산시,금천구
20,527.23,오산시,금천구
25,1032.9,오산시,금천구
30,1176.82,오산시,금천구
35,1533.82,오산시,금천구
40,2000.14,오산시,금천구
45,1319.14,오산시,금천구
50,2328.29,오산시,금천구
55,2042.44,오산시,금천구
60,1375.57,오산시,금천구
65,1051.09,오산시,금천구
70,866.91,오산시,금천구
75,346.2,오산시,금천구
80,260.92,오산시,금천구
0,667.73,오산시,영등포구
10,274.1,오산시,영등포구
15,865.66,오산시,영등포구
20,758.99,오산시,영등포구
25,1484.07,오산시,영등포구
30,2642.61,오산시,영등포구
35,2334.84,오산시,영등포구
40,2452.75,오산시,영등포구
45,2064.54,오산시,영등포구
50,3068.48,오산시,영등포구
55,2884.46,오산시,영등포구
60,2841.93,오산시,영등포구
65,2307.6,오산시,영등포구
70,1983.66,오산시,영등포구
75,1112.93,오산시,영등포구
