이동인구(합),출발 시군구 코드,도착 시군구 코드
2708.97,강동구,대전광역시
180.02,강동구,울산광역시
1046.27,강동구,세종특별자치시
2161.42,강동구,장안구
3260.5,강동구,권선구
2156.8,강동구,팔달구
7835.56,강동구,영통구
36020.14,강동구,수정구
20870.37,강동구,중원구
56656.03,강동구,분당구
11423.81,강동구,의정부시
2576.44,강동구,만안구
9614.79,강동구,동안구
4834.59,강동구,부천시
3316.58,강동구,광명시
4733.27,강동구,평택시
1520.72,강동구,동두천시
1244.63,강동구,상록구
3181.73,강동구,단원구
6304.33,강동구,덕양구
4807.39,강동구,일산동구
2328.92,강동구,일산서구
9842.42,강동구,과천시
36401.11,강동구,구리시
67448.79,강동구,남양주시
1440.6,강동구,오산시
3061.77,강동구,시흥시
3116.95,강동구,군포시
4204.62,강동구,의왕시
392464.1,강동구,하남시
11735.63,강동구,용인시
11040.26,강동구,용인시
6164.24,강동구,용인시
6437.95,강동구,파주시
19338.97,강동구,이천시
4427.97,강동구,안성시
3878.1,강동구,김포시
17259.35,강동구,화성시
45429.27,강동구,광주시
8419.039999999999,강동구,양주시
11233.59,강동구,포천시
6385.89,강동구,여주시
1024.51,강동구,연천군
8038.44,강동구,가평군
16204.07,강동구,양평군
24641.66,강동구,강원도
13309.78,강동구,충청북도
10763.59,강동구,충청남도
1798.84,강동구,전라북도
965.8,강동구,전라남도
2894.26,강동구,경상북도
664.88,강동구,경상남도
401.82,강동구,제주특별자치도
1798.58,부산광역시,종로구
2427.36,부산광역시,중구
1622.0,부산광역시,용산구
340.99,부산광역시,성동구
333.08,부산광역시,광진구
268.68,부산광역시,동대문구
109.94,부산광역시,중랑구
315.6,부산광역시,성북구
149.03,부산광역시,강북구
65.07,부산광역시,도봉구
167.04,부산광역시,노원구
164.49,부산광역시,은평구
1329.34,부산광역시,서대문구
841.47,부산광역시,마포구
427.49,부산광역시,양천구
3383.14,부산광역시,강서구
276.59,부산광역시,구로구
305.03,부산광역시,금천구
1527.16,부산광역시,영등포구
484.16,부산광역시,동작구
373.69,부산광역시,관악구
1703.54,부산광역시,서초구
5155.04,부산광역시,강남구
2098.85,부산광역시,송파구
326.19,부산광역시,강동구
2425.26,대구광역시,종로구
2693.02,대구광역시,중구
1552.97,대구광역시,용산구
422.16,대구광역시,성동구
596.55,대구광역시,광진구
312.26,대구광역시,동대문구
106.13,대구광역시,중랑구
485.97,대구광역시,성북구
189.04,대구광역시,강북구
106.31,대구광역시,도봉구
172.36,대구광역시,노원구
154.6,대구광역시,은평구
1342.19,대구광역시,서대문구
924.67,대구광역시,마포구
288.37,대구광역시,양천구
662.65,대구광역시,강서구
345.0,대구광역시,구로구
437.34,대구광역시,금천구
1351.32,대구광역시,영등포구
766.85,대구광역시,동작구
568.79,대구광역시,관악구
2148.22,대구광역시,서초구
5719.94,대구광역시,강남구
2001.54,대구광역시,송파구
455.2,대구광역시,강동구
8944.75,중구,종로구
12655.87,중구,중구
6996.2,중구,용산구
3675.89,중구,성동구
2506.09,중구,광진구
2483.5,중구,동대문구
1442.5,중구,중랑구
2960.84,중구,성북구
1259.63,중구,강북구
1336.6,중구,도봉구
2371.75,중구,노원구
3886.05,중구,은평구
7851.8,중구,서대문구
13899.42,중구,마포구
6973.61,중구,양천구
29826.72,중구,강서구
9022.8,중구,구로구
5026.43,중구,금천구
16440.96,중구,영등포구
4631.9,중구,동작구
4594.31,중구,관악구
8631.61,중구,서초구
15086.67,중구,강남구
5931.5,중구,송파구
2577.9,중구,강동구
1016.69,동구,종로구
2925.4,동구,중구
1206.43,동구,용산구
531.66,동구,성동구
229.5,동구,광진구
237.73,동구,동대문구
76.82,동구,중랑구
403.73,동구,성북구
51.84,동구,강북구
48.19,동구,도봉구
156.2,동구,노원구
346.58,동구,은평구
890.8199999999999,동구,서대문구
1753.86,동구,마포구
516.12,동구,양천구
1763.35,동구,강서구
3572.26,동구,구로구
2229.18,동구,금천구
4536.06,동구,영등포구
814.89,동구,동작구
851.9,동구,관악구
1985.71,동구,서초구
2203.1,동구,강남구
741.66,동구,송파구
178.23,동구,강동구
11222.92,남구,종로구
19039.6,남구,중구
9310.12,남구,용산구
3904.2,남구,성동구
1986.0,남구,광진구
2330.06,남구,동대문구
585.04,남구,중랑구
1837.03,남구,성북구
787.32,남구,강북구
749.13,남구,도봉구
789.91,남구,노원구
1556.75,남구,은평구
6809.58,남구,서대문구
11407.95,남구,마포구
4773.14,남구,양천구
16296.94,남구,강서구
20993.12,남구,구로구
16843.87,남구,금천구
31937.13,남구,영등포구
5782.18,남구,동작구
8133.93,남구,관악구
14995.94,남구,서초구
23562.97,남구,강남구
6514.48,남구,송파구
1804.36,남구,강동구
7797.3,연수구,종로구
13742.41,연수구,중구
6916.33,연수구,용산구
2064.46,연수구,성동구
1561.76,연수구,광진구
1614.27,연수구,동대문구
410.39,연수구,중랑구
1430.28,연수구,성북구
624.92,연수구,강북구
420.64,연수구,도봉구
1093.45,연수구,노원구
1091.98,연수구,은평구
6166.53,연수구,서대문구
8553.36,연수구,마포구
4119.31,연수구,양천구
15166.0,연수구,강서구
13562.44,연수구,구로구
10704.8,연수구,금천구
18270.33,연수구,영등포구
4052.04,연수구,동작구
6281.08,연수구,관악구
18095.35,연수구,서초구
24711.14,연수구,강남구
8042.519999999999,연수구,송파구
1670.76,연수구,강동구
12463.42,남동구,종로구
20001.78,남동구,중구
9512.15,남동구,용산구
4195.45,남동구,성동구
2501.73,남동구,광진구
2179.3,남동구,동대문구
849.43,남동구,중랑구
2116.95,남동구,성북구
684.15,남동구,강북구
916.99,남동구,도봉구
1234.22,남동구,노원구
2383.26,남동구,은평구
7881.42,남동구,서대문구
13548.48,남동구,마포구
6855.19,남동구,양천구
19412.51,남동구,강서구
25343.57,남동구,구로구
21320.49,남동구,금천구
34062.68,남동구,영등포구
6176.61,남동구,동작구
11027.34,남동구,관악구
18074.22,남동구,서초구
26296.83,남동구,강남구
7857.47,남동구,송파구
2684.18,남동구,강동구
24825.38,부평구,종로구
43753.28,부평구,중구
22442.39,부평구,용산구
8648.17,부평구,성동구
4958.4,부평구,광진구
5614.06,부평구,동대문구
1743.25,부평구,중랑구
3700.28,부평구,성북구
1326.35,부평구,강북구
1380.6,부평구,도봉구
2207.03,부평구,노원구
3818.12,부평구,은평구
15633.34,부평구,서대문구
30496.41,부평구,마포구
14825.87,부평구,양천구
46532.04,부평구,강서구
59628.97,부평구,구로구
47193.8,부평구,금천구
81213.66,부평구,영등포구
17446.3,부평구,동작구
21692.84,부평구,관악구
38827.82,부평구,서초구
59804.87,부평구,강남구
12866.54,부평구,송파구
4802.83,부평구,강동구
12462.44,계양구,종로구
17603.49,계양구,중구
8393.44,계양구,용산구
3832.84,계양구,성동구
2202.8,계양구,광진구
2450.13,계양구,동대문구
1201.65,계양구,중랑구
1711.6,계양구,성북구
1060.15,계양구,강북구
740.6899999999999,계양구,도봉구
1477.56,계양구,노원구
3917.36,계양구,은평구
8987.24,계양구,서대문구
24060.65,계양구,마포구
12505.76,계양구,양천구
60035.01,계양구,강서구
17587.43,계양구,구로구
14054.16,계양구,금천구
30874.13,계양구,영등포구
5613.05,계양구,동작구
7215.63,계양구,관악구
14905.17,계양구,서초구
22641.85,계양구,강남구
6036.27,계양구,송파구
2180.65,계양구,강동구
28349.27,서구,종로구
51123.76,서구,중구
23028.09,서구,용산구
9904.48,서구,성동구
4811.72,서구,광진구
6559.95,서구,동대문구
1663.49,서구,중랑구
4629.68,서구,성북구
1538.14,서구,강북구
1581.37,서구,도봉구
2938.86,서구,노원구
8982.02,서구,은평구
23620.6,서구,서대문구
55303.33,서구,마포구
20939.59,서구,양천구
127171.83,서구,강서구
31664.28,서구,구로구
25017.99,서구,금천구
76074.58,서구,영등포구
12865.13,서구,동작구
13251.94,서구,관악구
32424.25,서구,서초구
51976.95,서구,강남구
14502.38,서구,송파구
4284.08,서구,강동구
920.14,강화군,종로구
753.74,강화군,중구
321.42,강화군,용산구
291.28000000000003,강화군,성동구
142.87,강화군,광진구
340.04,강화군,동대문구
121.29,강화군,중랑구
265.28,강화군,성북구
157.34,강화군,강북구
169.64,강화군,도봉구
338.39,강화군,노원구
597.62,강화군,은평구
1355.42,강화군,서대문구
1252.21,강화군,마포구
1329.41,강화군,양천구
4423.32,강화군,강서구
885.0,강화군,구로구
336.76,강화군,금천구
2094.43,강화군,영등포구
484.49,강화군,동작구
320.75,강화군,관악구
1037.53,강화군,서초구
1159.94,강화군,강남구
667.39,강화군,송파구
440.35,강화군,강동구
48.27,옹진군,종로구
45.870000000000005,옹진군,중구
51.04,옹진군,용산구
31.08,옹진군,성동구
9.8,옹진군,광진구
21.51,옹진군,동대문구
55.69,옹진군,중랑구
10.44,옹진군,성북구
29.4,옹진군,강북구
12.89,옹진군,도봉구
51.48,옹진군,노원구
64.78999999999999,옹진군,은평구
40.79,옹진군,서대문구
42.21,옹진군,마포구
60.760000000000005,옹진군,양천구
65.61,옹진군,강서구
138.42,옹진군,구로구
97.17,옹진군,금천구
112.3,옹진군,영등포구
46.1,옹진군,동작구
56.29,옹진군,관악구
140.06,옹진군,서초구
120.45,옹진군,강남구
92.96,옹진군,송파구
122.51,옹진군,강동구
1287.65,광주광역시,종로구
983.79,광주광역시,중구
2082.35,광주광역시,용산구
287.07,광주광역시,성동구
326.32,광주광역시,광진구
319.28,광주광역시,동대문구
72.69,광주광역시,중랑구
276.42,광주광역시,성북구
89.42,광주광역시,강북구
53.56,광주광역시,도봉구
236.75,광주광역시,노원구
143.53,광주광역시,은평구
905.12,광주광역시,서대문구
361.38,광주광역시,마포구
232.47,광주광역시,양천구
338.96,광주광역시,강서구
345.56,광주광역시,구로구
227.47,광주광역시,금천구
999.27,광주광역시,영등포구
480.24,광주광역시,동작구
287.45,광주광역시,관악구
2221.22,광주광역시,서초구
4860.66,광주광역시,강남구
2087.96,광주광역시,송파구
400.65,광주광역시,강동구
4283.99,대전광역시,종로구
6879.54,대전광역시,중구
4262.11,대전광역시,용산구
1077.99,대전광역시,성동구
1386.3,대전광역시,광진구
799.71,대전광역시,동대문구
370.63,대전광역시,중랑구
1197.57,대전광역시,성북구
256.0,대전광역시,강북구
281.37,대전광역시,도봉구
759.45,대전광역시,노원구
569.14,대전광역시,은평구
2632.49,대전광역시,서대문구
1921.13,대전광역시,마포구
637.49,대전광역시,양천구
1483.24,대전광역시,강서구
1243.13,대전광역시,구로구
1227.86,대전광역시,금천구
4198.35,대전광역시,영등포구
1522.23,대전광역시,동작구
1348.53,대전광역시,관악구
6963.69,대전광역시,서초구
10858.87,대전광역시,강남구
5539.77,대전광역시,송파구
1213.55,대전광역시,강동구
667.6,울산광역시,종로구
821.59,울산광역시,중구
414.59,울산광역시,용산구
211.89,울산광역시,성동구
144.29,울산광역시,광진구
78.43,울산광역시,동대문구
31.74,울산광역시,중랑구
211.57,울산광역시,성북구
34.25,울산광역시,강북구
27.31,울산광역시,도봉구
59.36,울산광역시,노원구
27.76,울산광역시,은평구
613.03,울산광역시,서대문구
198.04,울산광역시,마포구
126.88,울산광역시,양천구
147.8,울산광역시,강서구
88.1,울산광역시,구로구
102.23,울산광역시,금천구
329.32,울산광역시,영등포구
165.48,울산광역시,동작구
118.9,울산광역시,관악구
517.91,울산광역시,서초구
1865.43,울산광역시,강남구
756.52,울산광역시,송파구
103.84,울산광역시,강동구
3594.75,세종특별자치시,종로구
4436.11,세종특별자치시,중구
2966.59,세종특별자치시,용산구
625.0,세종특별자치시,성동구
478.21,세종특별자치시,광진구
320.03,세종특별자치시,동대문구
110.9,세종특별자치시,중랑구
418.94,세종특별자치시,성북구
135.01,세종특별자치시,강북구
112.57,세종특별자치시,도봉구
280.09,세종특별자치시,노원구
215.95,세종특별자치시,은평구
2120.93,세종특별자치시,서대문구
825.77,세종특별자치시,마포구
307.24,세종특별자치시,양천구
576.98,세종특별자치시,강서구
754.15,세종특별자치시,구로구
358.05,세종특별자치시,금천구
2853.52,세종특별자치시,영등포구
658.14,세종특별자치시,동작구
809.61,세종특별자치시,관악구
3992.95,세종특별자치시,서초구
5139.23,세종특별자치시,강남구
2605.33,세종특별자치시,송파구
391.48,세종특별자치시,강동구
9219.71,장안구,종로구
15430.28,장안구,중구
7114.73,장안구,용산구
3750.45,장안구,성동구
2151.54,장안구,광진구
2274.82,장안구,동대문구
787.45,장안구,중랑구
1255.68,장안구,성북구
375.87,장안구,강북구
389.66,장안구,도봉구
800.22,장안구,노원구
698.72,장안구,은평구
5069.16,장안구,서대문구
4906.87,장안구,마포구
1292.5,장안구,양천구
5831.78,장안구,강서구
9997.4,장안구,구로구
14379.29,장안구,금천구
13989.53,장안구,영등포구
5321.38,장안구,동작구
8883.15,장안구,관악구
33546.4,장안구,서초구
38198.52,장안구,강남구
11531.63,장안구,송파구
3907.19,장안구,강동구
8736.53,권선구,종로구
16249.84,권선구,중구
7992.59,권선구,용산구
3930.13,권선구,성동구
2552.84,권선구,광진구
2637.19,권선구,동대문구
699.56,권선구,중랑구
1620.26,권선구,성북구
588.62,권선구,강북구
525.31,권선구,도봉구
909.93,권선구,노원구
726.09,권선구,은평구
4894.53,권선구,서대문구
6477.86,권선구,마포구
1936.98,권선구,양천구
7207.96,권선구,강서구
9602.12,권선구,구로구
16274.23,권선구,금천구
18920.95,권선구,영등포구
5704.84,권선구,동작구
8524.06,권선구,관악구
32592.38,권선구,서초구
42704.96,권선구,강남구
13398.72,권선구,송파구
3384.45,권선구,강동구
5163.1,팔달구,종로구
10395.96,팔달구,중구
5095.93,팔달구,용산구
2629.09,팔달구,성동구
1874.52,팔달구,광진구
1503.37,팔달구,동대문구
300.88,팔달구,중랑구
996.43,팔달구,성북구
449.16,팔달구,강북구
379.6,팔달구,도봉구
582.99,팔달구,노원구
550.36,팔달구,은평구
2758.39,팔달구,서대문구
4644.19,팔달구,마포구
1094.69,팔달구,양천구
4042.38,팔달구,강서구
7147.22,팔달구,구로구
11876.83,팔달구,금천구
12834.03,팔달구,영등포구
3535.05,팔달구,동작구
5346.41,팔달구,관악구
20692.08,팔달구,서초구
26024.12,팔달구,강남구
8010.92,팔달구,송파구
2844.25,팔달구,강동구
11892.65,영통구,종로구
20603.51,영통구,중구
6191.44,영통구,용산구
5868.66,영통구,성동구
3401.96,영통구,광진구
2239.17,영통구,동대문구
878.8,영통구,중랑구
1925.43,영통구,성북구
315.65,영통구,강북구
436.5,영통구,도봉구
1283.17,영통구,노원구
717.12,영통구,은평구
4645.46,영통구,서대문구
5568.11,영통구,마포구
1113.81,영통구,양천구
6105.34,영통구,강서구
5692.34,영통구,구로구
7187.94,영통구,금천구
12090.81,영통구,영등포구
4174.46,영통구,동작구
7258.89,영통구,관악구
54166.41,영통구,서초구
74485.75,영통구,강남구
20529.61,영통구,송파구
5432.39,영통구,강동구
17073.01,수정구,종로구
24822.31,수정구,중구
9601.76,수정구,용산구
18879.61,수정구,성동구
13702.54,수정구,광진구
7819.24,수정구,동대문구
2886.97,수정구,중랑구
3629.08,수정구,성북구
982.55,수정구,강북구
1271.58,수정구,도봉구
2597.3,수정구,노원구
1286.84,수정구,은평구
5206.71,수정구,서대문구
7342.11,수정구,마포구
1775.84,수정구,양천구
6534.7,수정구,강서구
5564.24,수정구,구로구
5047.9,수정구,금천구
16328.52,수정구,영등포구
6176.78,수정구,동작구
7582.35,수정구,관악구
83947.87,수정구,서초구
206346.13,수정구,강남구
206367.95,수정구,송파구
27944.16,수정구,강동구
8299.9,중원구,종로구
14744.19,중원구,중구
5297.7,중원구,용산구
11468.5,중원구,성동구
8748.66,중원구,광진구
5137.33,중원구,동대문구
1629.63,중원구,중랑구
1980.49,중원구,성북구
789.65,중원구,강북구
922.85,중원구,도봉구
1600.84,중원구,노원구
975.39,중원구,은평구
3976.35,중원구,서대문구
4475.26,중원구,마포구
1176.8,중원구,양천구
3950.91,중원구,강서구
4340.76,중원구,구로구
2903.72,중원구,금천구
9133.62,중원구,영등포구
3480.64,중원구,동작구
3733.01,중원구,관악구
44652.48,중원구,서초구
92019.23,중원구,강남구
85553.62,중원구,송파구
16160.57,중원구,강동구
46557.21,분당구,종로구
76972.7,분당구,중구
23334.42,분당구,용산구
25818.87,분당구,성동구
19813.3,분당구,광진구
10559.54,분당구,동대문구
4465.21,분당구,중랑구
8502.42,분당구,성북구
2120.85,분당구,강북구
1744.8,분당구,도봉구
4233.24,분당구,노원구
2326.49,분당구,은평구
18749.38,분당구,서대문구
16094.03,분당구,마포구
3418.25,분당구,양천구
15692.91,분당구,강서구
12692.45,분당구,구로구
11361.14,분당구,금천구
38260.82,분당구,영등포구
12446.06,분당구,동작구
15259.8,분당구,관악구
182671.81,분당구,서초구
282018.45,분당구,강남구
108610.88,분당구,송파구
27210.59,분당구,강동구
67182.82,의정부시,종로구
75864.21,의정부시,중구
19671.17,의정부시,용산구
40126.6,의정부시,성동구
25281.24,의정부시,광진구
54505.45,의정부시,동대문구
36300.55,의정부시,중랑구
44335.67,의정부시,성북구
54561.74,의정부시,강북구
125260.61,의정부시,도봉구
171930.45,의정부시,노원구
9408.58,의정부시,은평구
14066.2,의정부시,서대문구
15975.98,의정부시,마포구
2901.67,의정부시,양천구
11535.49,의정부시,강서구
8143.65,의정부시,구로구
5797.98,의정부시,금천구
21931.5,의정부시,영등포구
6552.12,의정부시,동작구
4622.25,의정부시,관악구
38090.89,의정부시,서초구
79716.44,의정부시,강남구
36271.14,의정부시,송파구
18227.86,의정부시,강동구
15876.69,만안구,종로구
21754.19,만안구,중구
11171.07,만안구,용산구
3937.53,만안구,성동구
2804.89,만안구,광진구
2734.85,만안구,동대문구
707.27,만안구,중랑구
1897.48,만안구,성북구
612.95,만안구,강북구
631.79,만안구,도봉구
1103.5,만안구,노원구
2054.77,만안구,은평구
7668.71,만안구,서대문구
11206.18,만안구,마포구
5543.26,만안구,양천구
10758.61,만안구,강서구
30138.84,만안구,구로구
65851.03,만안구,금천구
40446.96,만안구,영등포구
13001.49,만안구,동작구
26033.99,만안구,관악구
33635.98,만안구,서초구
35380.1,만안구,강남구
12292.15,만안구,송파구
3365.92,만안구,강동구
25721.49,동안구,종로구
44445.81,동안구,중구
23518.39,동안구,용산구
10843.1,동안구,성동구
6277.33,동안구,광진구
4841.12,동안구,동대문구
1192.0,동안구,중랑구
4569.97,동안구,성북구
1302.26,동안구,강북구
891.92,동안구,도봉구
2031.24,동안구,노원구
1878.24,동안구,은평구
12288.56,동안구,서대문구
16430.97,동안구,마포구
4768.32,동안구,양천구
14658.83,동안구,강서구
22662.65,동안구,구로구
40165.21,동안구,금천구
42539.67,동안구,영등포구
19774.65,동안구,동작구
29655.56,동안구,관악구
92744.11,동안구,서초구
101182.87,동안구,강남구
27203.97,동안구,송파구
6459.6,동안구,강동구
60369.99,부천시,종로구
102367.42,부천시,중구
53117.4,부천시,용산구
20483.3,부천시,성동구
11357.07,부천시,광진구
13982.91,부천시,동대문구
3622.95,부천시,중랑구
9275.85,부천시,성북구
4246.97,부천시,강북구
3148.77,부천시,도봉구
4916.54,부천시,노원구
10621.85,부천시,은평구
37193.0,부천시,서대문구
68254.38,부천시,마포구
107079.07,부천시,양천구
174312.87,부천시,강서구
238002.19,부천시,구로구
109829.26,부천시,금천구
215084.99,부천시,영등포구
44875.23,부천시,동작구
55125.06,부천시,관악구
91439.96,부천시,서초구
133146.63,부천시,강남구
28284.93,부천시,송파구
10621.22,부천시,강동구
21371.43,광명시,종로구
35215.71,광명시,중구
18513.9,광명시,용산구
9180.24,광명시,성동구
5446.43,광명시,광진구
4944.84,광명시,동대문구
1134.1,광명시,중랑구
3168.54,광명시,성북구
1134.11,광명시,강북구
1150.67,광명시,도봉구
2154.33,광명시,노원구
3287.75,광명시,은평구
12797.94,광명시,서대문구
22143.41,광명시,마포구
26644.13,광명시,양천구
27608.24,광명시,강서구
177179.64,광명시,구로구
178518.57,광명시,금천구
89854.56,광명시,영등포구
26075.19,광명시,동작구
48033.63,광명시,관악구
48858.83,광명시,서초구
65756.99,광명시,강남구
13544.28,광명시,송파구
5513.22,광명시,강동구
4468.85,평택시,종로구
6792.97,평택시,중구
4774.93,평택시,용산구
1717.02,평택시,성동구
1729.07,평택시,광진구
1612.48,평택시,동대문구
642.06,평택시,중랑구
1143.82,평택시,성북구
493.49,평택시,강북구
600.18,평택시,도봉구
1101.89,평택시,노원구
847.91,평택시,은평구
2557.84,평택시,서대문구
2525.7,평택시,마포구
1161.35,평택시,양천구
3390.09,평택시,강서구
4792.42,평택시,구로구
4711.69,평택시,금천구
8271.38,평택시,영등포구
2607.96,평택시,동작구
3471.32,평택시,관악구
14664.92,평택시,서초구
16438.63,평택시,강남구
7792.94,평택시,송파구
1917.96,평택시,강동구
6276.53,동두천시,종로구
5330.11,동두천시,중구
1704.48,동두천시,용산구
2477.24,동두천시,성동구
1768.91,동두천시,광진구
4677.1,동두천시,동대문구
1795.62,동두천시,중랑구
2801.65,동두천시,성북구
3119.16,동두천시,강북구
6292.56,동두천시,도봉구
9188.17,동두천시,노원구
691.18,동두천시,은평구
1501.55,동두천시,서대문구
1271.18,동두천시,마포구
484.69,동두천시,양천구
807.42,동두천시,강서구
814.21,동두천시,구로구
215.2,동두천시,금천구
1869.22,동두천시,영등포구
787.92,동두천시,동작구
401.18,동두천시,관악구
2372.63,동두천시,서초구
4396.12,동두천시,강남구
1946.21,동두천시,송파구
1590.01,동두천시,강동구
7198.57,상록구,종로구
12298.88,상록구,중구
6537.37,상록구,용산구
3321.19,상록구,성동구
2883.97,상록구,광진구
2064.68,상록구,동대문구
1024.77,상록구,중랑구
1759.01,상록구,성북구
1304.94,상록구,강북구
569.49,상록구,도봉구
1081.6,상록구,노원구
1074.32,상록구,은평구
3883.91,상록구,서대문구
5342.63,상록구,마포구
2228.12,상록구,양천구
6058.49,상록구,강서구
12676.06,상록구,구로구
18066.62,상록구,금천구
15914.43,상록구,영등포구
5890.78,상록구,동작구
7957.87,상록구,관악구
22683.67,상록구,서초구
26678.1,상록구,강남구
7803.03,상록구,송파구
2746.9,상록구,강동구
6130.1,단원구,종로구
10699.12,단원구,중구
5657.98,단원구,용산구
2682.07,단원구,성동구
2269.15,단원구,광진구
2352.92,단원구,동대문구
660.11,단원구,중랑구
1819.97,단원구,성북구
1237.69,단원구,강북구
866.17,단원구,도봉구
970.11,단원구,노원구
1119.68,단원구,은평구
3550.61,단원구,서대문구
4495.13,단원구,마포구
2572.7,단원구,양천구
8108.06,단원구,강서구
11881.96,단원구,구로구
12951.46,단원구,금천구
13844.44,단원구,영등포구
4858.04,단원구,동작구
6571.91,단원구,관악구
16415.35,단원구,서초구
22417.56,단원구,강남구
7451.48,단원구,송파구
3832.55,단원구,강동구
118873.31,덕양구,종로구
129014.94,덕양구,중구
45742.34,덕양구,용산구
23803.45,덕양구,성동구
10190.18,덕양구,광진구
15564.96,덕양구,동대문구
5128.08,덕양구,중랑구
15544.64,덕양구,성북구
5316.55,덕양구,강북구
4856.26,덕양구,도봉구
8727.14,덕양구,노원구
269114.97,덕양구,은평구
111883.32,덕양구,서대문구
166402.68,덕양구,마포구
18425.78,덕양구,양천구
82354.62,덕양구,강서구
23432.21,덕양구,구로구
15450.46,덕양구,금천구
90726.31,덕양구,영등포구
14206.32,덕양구,동작구
11573.52,덕양구,관악구
58839.82,덕양구,서초구
94172.57,덕양구,강남구
23286.84,덕양구,송파구
9185.88,덕양구,강동구
41687.17,일산동구,종로구
51293.65,일산동구,중구
20748.16,일산동구,용산구
10283.65,일산동구,성동구
3888.62,일산동구,광진구
5645.25,일산동구,동대문구
1785.52,일산동구,중랑구
5586.98,일산동구,성북구
1566.71,일산동구,강북구
1951.12,일산동구,도봉구
4984.58,일산동구,노원구
38369.43,일산동구,은평구
32064.72,일산동구,서대문구
54166.1,일산동구,마포구
8459.78,일산동구,양천구
40189.62,일산동구,강서구
11457.09,일산동구,구로구
7675.34,일산동구,금천구
45300.23,일산동구,영등포구
7379.2,일산동구,동작구
5828.29,일산동구,관악구
24892.22,일산동구,서초구
38449.82,일산동구,강남구
9555.3,일산동구,송파구
3208.06,일산동구,강동구
32889.16,일산서구,종로구
45922.39,일산서구,중구
17464.48,일산서구,용산구
8053.54,일산서구,성동구
3521.08,일산서구,광진구
5049.39,일산서구,동대문구
1822.5,일산서구,중랑구
4453.1,일산서구,성북구
1458.95,일산서구,강북구
1456.88,일산서구,도봉구
2577.16,일산서구,노원구
22964.01,일산서구,은평구
28266.01,일산서구,서대문구
47380.11,일산서구,마포구
7052.83,일산서구,양천구
36830.58,일산서구,강서구
9855.65,일산서구,구로구
7807.96,일산서구,금천구
38629.52,일산서구,영등포구
6158.93,일산서구,동작구
5163.24,일산서구,관악구
22386.11,일산서구,서초구
34389.79,일산서구,강남구
9662.24,일산서구,송파구
3073.38,일산서구,강동구
13634.0,과천시,종로구
20160.09,과천시,중구
10594.21,과천시,용산구
4427.01,과천시,성동구
2426.7,과천시,광진구
1984.8,과천시,동대문구
860.04,과천시,중랑구
2774.05,과천시,성북구
1071.45,과천시,강북구
653.08,과천시,도봉구
1163.75,과천시,노원구
891.12,과천시,은평구
6890.23,과천시,서대문구
7774.35,과천시,마포구
1721.0,과천시,양천구
5806.85,과천시,강서구
6414.62,과천시,구로구
6282.95,과천시,금천구
17566.88,과천시,영등포구
14885.52,과천시,동작구
18815.71,과천시,관악구
90396.28,과천시,서초구
54920.44,과천시,강남구
13740.79,과천시,송파구
3087.74,과천시,강동구
26927.46,구리시,종로구
36221.16,구리시,중구
13068.11,구리시,용산구
36365.3,구리시,성동구
60160.94,구리시,광진구
36126.71,구리시,동대문구
71879.04,구리시,중랑구
12357.0,구리시,성북구
6665.63,구리시,강북구
7129.57,구리시,도봉구
35747.29,구리시,노원구
2945.48,구리시,은평구
7830.8,구리시,서대문구
11036.71,구리시,마포구
1756.18,구리시,양천구
7171.6,구리시,강서구
4485.39,구리시,구로구
3764.65,구리시,금천구
15013.87,구리시,영등포구
4264.82,구리시,동작구
3644.95,구리시,관악구
32875.44,구리시,서초구
90600.39,구리시,강남구
64184.67,구리시,송파구
49176.14,구리시,강동구
69451.12,남양주시,종로구
95143.06,남양주시,중구
36518.6,남양주시,용산구
75198.36,남양주시,성동구
78207.75,남양주시,광진구
93662.52,남양주시,동대문구
157627.33,남양주시,중랑구
47973.89,남양주시,성북구
25516.95,남양주시,강북구
33830.17,남양주시,도봉구
192934.32,남양주시,노원구
8927.84,남양주시,은평구
20727.58,남양주시,서대문구
26794.87,남양주시,마포구
4500.22,남양주시,양천구
16200.48,남양주시,강서구
12453.34,남양주시,구로구
9695.29,남양주시,금천구
33822.74,남양주시,영등포구
12412.48,남양주시,동작구
9384.73,남양주시,관악구
75881.51,남양주시,서초구
191376.91,남양주시,강남구
148008.76,남양주시,송파구
91554.35,남양주시,강동구
3913.27,오산시,종로구
5890.74,오산시,중구
3508.63,오산시,용산구
1407.0,오산시,성동구
1210.48,오산시,광진구
1287.52,오산시,동대문구
388.8,오산시,중랑구
1033.5,오산시,성북구
287.43,오산시,강북구
586.56,오산시,도봉구
546.93,오산시,노원구
317.03,오산시,은평구
1890.2,오산시,서대문구
1998.88,오산시,마포구
572.33,오산시,양천구
2540.16,오산시,강서구
3686.12,오산시,구로구
4577.5,오산시,금천구
5795.44,오산시,영등포구
1670.04,오산시,동작구
3162.65,오산시,관악구
13162.39,오산시,서초구
19820.02,오산시,강남구
5944.58,오산시,송파구
2361.52,오산시,강동구
11352.74,시흥시,종로구
18987.23,시흥시,중구
10588.38,시흥시,용산구
5395.07,시흥시,성동구
3609.53,시흥시,광진구
3672.13,시흥시,동대문구
1361.97,시흥시,중랑구
2708.65,시흥시,성북구
1637.81,시흥시,강북구
1024.91,시흥시,도봉구
1800.98,시흥시,노원구
2584.91,시흥시,은평구
