이동인구(합),출발 시군구 코드,도착 시군구 코드
25071.84,중구,구로구
9590.64,중구,금천구
28767.26,중구,영등포구
14928.9,중구,동작구
15687.22,중구,관악구
17945.26,중구,서초구
21264.98,중구,강남구
16853.45,중구,송파구
9276.2,중구,강동구
468.92,동구,종로구
369.15,동구,중구
462.5,동구,용산구
197.9,동구,성동구
211.41,동구,광진구
302.55,동구,동대문구
130.25,동구,중랑구
266.02,동구,성북구
280.48,동구,강북구
151.28,동구,도봉구
311.76,동구,노원구
527.4,동구,은평구
351.98,동구,서대문구
994.16,동구,마포구
1968.21,동구,양천구
1652.72,동구,강서구
3733.5,동구,구로구
950.12,동구,금천구
2472.8,동구,영등포구
782.46,동구,동작구
836.77,동구,관악구
677.47,동구,서초구
764.64,동구,강남구
398.98,동구,송파구
313.46,동구,강동구
4025.97,남구,종로구
3652.76,남구,중구
5270.98,남구,용산구
2235.4,남구,성동구
2420.26,남구,광진구
2293.52,남구,동대문구
1601.77,남구,중랑구
2274.48,남구,성북구
1373.44,남구,강북구
1087.04,남구,도봉구
2214.75,남구,노원구
3619.09,남구,은평구
3279.88,남구,서대문구
9004.1,남구,마포구
8206.11,남구,양천구
10752.27,남구,강서구
16996.38,남구,구로구
5313.45,남구,금천구
15522.43,남구,영등포구
5381.49,남구,동작구
6651.14,남구,관악구
6002.35,남구,서초구
7335.24,남구,강남구
4226.21,남구,송파구
2462.43,남구,강동구
4247.08,연수구,종로구
5246.24,연수구,중구
7164.34,연수구,용산구
3252.78,연수구,성동구
3840.94,연수구,광진구
3026.46,연수구,동대문구
2329.03,연수구,중랑구
3387.93,연수구,성북구
1847.99,연수구,강북구
1470.55,연수구,도봉구
2757.09,연수구,노원구
4392.07,연수구,은평구
7438.11,연수구,서대문구
11945.41,연수구,마포구
9416.59,연수구,양천구
15354.03,연수구,강서구
18179.83,연수구,구로구
7409.25,연수구,금천구
15433.6,연수구,영등포구
7679.73,연수구,동작구
11394.31,연수구,관악구
13328.06,연수구,서초구
17068.22,연수구,강남구
9974.41,연수구,송파구
3720.7,연수구,강동구
4697.7,남동구,종로구
3707.98,남동구,중구
5260.37,남동구,용산구
2928.61,남동구,성동구
2809.66,남동구,광진구
2762.12,남동구,동대문구
2453.19,남동구,중랑구
3184.83,남동구,성북구
2305.3,남동구,강북구
1936.15,남동구,도봉구
3299.2,남동구,노원구
4561.43,남동구,은평구
4318.79,남동구,서대문구
10297.53,남동구,마포구
10934.47,남동구,양천구
15366.52,남동구,강서구
22372.7,남동구,구로구
7209.05,남동구,금천구
16091.94,남동구,영등포구
7121.25,남동구,동작구
9720.27,남동구,관악구
9168.96,남동구,서초구
10063.85,남동구,강남구
6815.69,남동구,송파구
2993.41,남동구,강동구
6323.21,부평구,종로구
6430.19,부평구,중구
8280.83,부평구,용산구
3464.52,부평구,성동구
3929.25,부평구,광진구
3032.63,부평구,동대문구
2710.03,부평구,중랑구
3706.85,부평구,성북구
1959.65,부평구,강북구
1828.67,부평구,도봉구
3673.79,부평구,노원구
5604.84,부평구,은평구
6205.4,부평구,서대문구
16242.97,부평구,마포구
19043.74,부평구,양천구
25948.33,부평구,강서구
32538.75,부평구,구로구
7576.23,부평구,금천구
27570.54,부평구,영등포구
9756.05,부평구,동작구
10461.05,부평구,관악구
9900.44,부평구,서초구
10639.96,부평구,강남구
6839.24,부평구,송파구
3328.67,부평구,강동구
3405.89,계양구,종로구
3135.13,계양구,중구
3878.86,계양구,용산구
1861.78,계양구,성동구
1704.63,계양구,광진구
1587.6,계양구,동대문구
1595.5,계양구,중랑구
1975.71,계양구,성북구
1125.47,계양구,강북구
1080.32,계양구,도봉구
1724.98,계양구,노원구
5196.54,계양구,은평구
4289.12,계양구,서대문구
12333.11,계양구,마포구
15176.77,계양구,양천구
35302.31,계양구,강서구
11688.37,계양구,구로구
3170.55,계양구,금천구
11809.43,계양구,영등포구
4570.26,계양구,동작구
4658.38,계양구,관악구
4764.11,계양구,서초구
4907.45,계양구,강남구
3322.23,계양구,송파구
1793.65,계양구,강동구
8579.19,서구,종로구
9648.46,서구,중구
9690.6,서구,용산구
4961.88,서구,성동구
5173.16,서구,광진구
4105.25,서구,동대문구
5004.64,서구,중랑구
6146.03,서구,성북구
3944.91,서구,강북구
2559.43,서구,도봉구
5351.19,서구,노원구
12812.07,서구,은평구
9902.67,서구,서대문구
32012.72,서구,마포구
25384.54,서구,양천구
67236.94,서구,강서구
31088.52,서구,구로구
9496.05,서구,금천구
34060.26,서구,영등포구
10671.59,서구,동작구
11815.87,서구,관악구
11580.11,서구,서초구
14295.41,서구,강남구
9959.49,서구,송파구
5142.37,서구,강동구
2429.54,강화군,종로구
1756.46,강화군,중구
2458.16,강화군,용산구
1925.2,강화군,성동구
1987.69,강화군,광진구
1791.26,강화군,동대문구
1987.52,강화군,중랑구
2679.1,강화군,성북구
1868.7,강화군,강북구
1585.88,강화군,도봉구
2469.17,강화군,노원구
5555.08,강화군,은평구
4207.43,강화군,서대문구
6474.95,강화군,마포구
7239.54,강화군,양천구
15523.76,강화군,강서구
5776.96,강화군,구로구
2048.27,강화군,금천구
6788.49,강화군,영등포구
4342.32,강화군,동작구
3652.37,강화군,관악구
2633.96,강화군,서초구
3241.7,강화군,강남구
2925.39,강화군,송파구
2129.0,강화군,강동구
176.2,옹진군,종로구
164.39,옹진군,중구
294.04,옹진군,용산구
390.43,옹진군,성동구
354.94,옹진군,광진구
348.33,옹진군,동대문구
560.38,옹진군,중랑구
460.08,옹진군,성북구
334.02,옹진군,강북구
250.22,옹진군,도봉구
490.05,옹진군,노원구
563.45,옹진군,은평구
502.7,옹진군,서대문구
511.18,옹진군,마포구
855.03,옹진군,양천구
1119.96,옹진군,강서구
1155.72,옹진군,구로구
741.83,옹진군,금천구
996.67,옹진군,영등포구
649.83,옹진군,동작구
1085.21,옹진군,관악구
593.63,옹진군,서초구
606.07,옹진군,강남구
903.67,옹진군,송파구
556.0,옹진군,강동구
1170.5,광주광역시,종로구
1177.95,광주광역시,중구
2307.08,광주광역시,용산구
883.47,광주광역시,성동구
1214.7,광주광역시,광진구
938.29,광주광역시,동대문구
643.91,광주광역시,중랑구
885.06,광주광역시,성북구
435.81,광주광역시,강북구
398.78,광주광역시,도봉구
868.76,광주광역시,노원구
954.23,광주광역시,은평구
882.98,광주광역시,서대문구
1461.25,광주광역시,마포구
979.32,광주광역시,양천구
2047.15,광주광역시,강서구
1055.7,광주광역시,구로구
413.55,광주광역시,금천구
1898.0,광주광역시,영등포구
1245.86,광주광역시,동작구
1475.53,광주광역시,관악구
3706.19,광주광역시,서초구
4979.12,광주광역시,강남구
3691.66,광주광역시,송파구
1534.64,광주광역시,강동구
3845.88,대전광역시,종로구
6076.42,대전광역시,중구
6836.48,대전광역시,용산구
3761.55,대전광역시,성동구
4800.42,대전광역시,광진구
3410.62,대전광역시,동대문구
2787.13,대전광역시,중랑구
4139.19,대전광역시,성북구
1832.1,대전광역시,강북구
1590.65,대전광역시,도봉구
3864.32,대전광역시,노원구
3677.67,대전광역시,은평구
3581.05,대전광역시,서대문구
6453.52,대전광역시,마포구
3158.01,대전광역시,양천구
5481.13,대전광역시,강서구
4504.65,대전광역시,구로구
2356.28,대전광역시,금천구
8261.28,대전광역시,영등포구
4874.18,대전광역시,동작구
5750.96,대전광역시,관악구
10978.26,대전광역시,서초구
13962.01,대전광역시,강남구
10729.05,대전광역시,송파구
5333.48,대전광역시,강동구
721.07,울산광역시,종로구
1305.4,울산광역시,중구
1239.72,울산광역시,용산구
532.57,울산광역시,성동구
512.97,울산광역시,광진구
361.28,울산광역시,동대문구
290.51,울산광역시,중랑구
428.51,울산광역시,성북구
174.96,울산광역시,강북구
199.07,울산광역시,도봉구
572.62,울산광역시,노원구
430.21,울산광역시,은평구
547.35,울산광역시,서대문구
1026.26,울산광역시,마포구
369.36,울산광역시,양천구
613.74,울산광역시,강서구
500.65,울산광역시,구로구
336.98,울산광역시,금천구
798.04,울산광역시,영등포구
563.27,울산광역시,동작구
786.59,울산광역시,관악구
1084.9,울산광역시,서초구
2101.49,울산광역시,강남구
1597.98,울산광역시,송파구
649.86,울산광역시,강동구
1590.79,세종특별자치시,종로구
1985.89,세종특별자치시,중구
2460.9,세종특별자치시,용산구
903.0,세종특별자치시,성동구
1304.91,세종특별자치시,광진구
1114.88,세종특별자치시,동대문구
731.99,세종특별자치시,중랑구
1129.77,세종특별자치시,성북구
597.85,세종특별자치시,강북구
517.91,세종특별자치시,도봉구
1039.12,세종특별자치시,노원구
1048.93,세종특별자치시,은평구
1397.84,세종특별자치시,서대문구
2504.14,세종특별자치시,마포구
1169.44,세종특별자치시,양천구
1545.45,세종특별자치시,강서구
1928.12,세종특별자치시,구로구
811.42,세종특별자치시,금천구
2943.23,세종특별자치시,영등포구
1447.7,세종특별자치시,동작구
1661.23,세종특별자치시,관악구
4955.23,세종특별자치시,서초구
4828.88,세종특별자치시,강남구
3233.27,세종특별자치시,송파구
1642.88,세종특별자치시,강동구
3833.88,장안구,종로구
3086.66,장안구,중구
3630.21,장안구,용산구
2439.79,장안구,성동구
2729.78,장안구,광진구
1810.28,장안구,동대문구
1398.01,장안구,중랑구
2209.77,장안구,성북구
1210.03,장안구,강북구
1019.05,장안구,도봉구
1968.25,장안구,노원구
1590.53,장안구,은평구
2234.38,장안구,서대문구
4591.96,장안구,마포구
2729.09,장안구,양천구
3981.87,장안구,강서구
6158.81,장안구,구로구
4722.79,장안구,금천구
7187.62,장안구,영등포구
6457.02,장안구,동작구
8828.27,장안구,관악구
12911.1,장안구,서초구
13653.79,장안구,강남구
8198.02,장안구,송파구
3282.4,장안구,강동구
3315.9,권선구,종로구
3333.42,권선구,중구
3428.16,권선구,용산구
2364.69,권선구,성동구
2816.7,권선구,광진구
1873.4,권선구,동대문구
1819.6,권선구,중랑구
2201.09,권선구,성북구
1335.68,권선구,강북구
1005.23,권선구,도봉구
1916.8,권선구,노원구
1812.31,권선구,은평구
2249.59,권선구,서대문구
4618.92,권선구,마포구
3013.3,권선구,양천구
4029.24,권선구,강서구
7662.86,권선구,구로구
5336.11,권선구,금천구
8413.7,권선구,영등포구
6170.76,권선구,동작구
7678.35,권선구,관악구
10749.54,권선구,서초구
12438.27,권선구,강남구
9049.83,권선구,송파구
4104.27,권선구,강동구
3195.43,팔달구,종로구
3547.34,팔달구,중구
4162.67,팔달구,용산구
2631.71,팔달구,성동구
3119.78,팔달구,광진구
2311.5,팔달구,동대문구
1766.73,팔달구,중랑구
2395.61,팔달구,성북구
1225.69,팔달구,강북구
1323.87,팔달구,도봉구
2062.97,팔달구,노원구
2202.62,팔달구,은평구
2184.86,팔달구,서대문구
5128.0,팔달구,마포구
2342.38,팔달구,양천구
4247.94,팔달구,강서구
7011.31,팔달구,구로구
4304.13,팔달구,금천구
8589.97,팔달구,영등포구
4616.84,팔달구,동작구
6609.32,팔달구,관악구
10393.48,팔달구,서초구
12150.14,팔달구,강남구
9048.35,팔달구,송파구
3364.91,팔달구,강동구
5420.84,영통구,종로구
6339.0,영통구,중구
6808.33,영통구,용산구
4473.22,영통구,성동구
5704.6,영통구,광진구
2879.11,영통구,동대문구
2158.73,영통구,중랑구
2803.86,영통구,성북구
1417.36,영통구,강북구
1075.15,영통구,도봉구
3054.36,영통구,노원구
2451.43,영통구,은평구
3267.27,영통구,서대문구
6814.88,영통구,마포구
3143.64,영통구,양천구
4866.38,영통구,강서구
6293.97,영통구,구로구
3949.76,영통구,금천구
7790.58,영통구,영등포구
7029.32,영통구,동작구
8937.86,영통구,관악구
29408.36,영통구,서초구
39974.42,영통구,강남구
21356.14,영통구,송파구
5992.18,영통구,강동구
7952.28,수정구,종로구
9007.54,수정구,중구
8631.85,수정구,용산구
14366.72,수정구,성동구
22061.62,수정구,광진구
9145.09,수정구,동대문구
8161.82,수정구,중랑구
7267.64,수정구,성북구
3954.17,수정구,강북구
3344.23,수정구,도봉구
7739.12,수정구,노원구
4820.91,수정구,은평구
4186.57,수정구,서대문구
9173.12,수정구,마포구
4333.51,수정구,양천구
6820.41,수정구,강서구
8629.02,수정구,구로구
4196.88,수정구,금천구
12111.69,수정구,영등포구
11655.25,수정구,동작구
15558.14,수정구,관악구
56143.25,수정구,서초구
113989.84,수정구,강남구
282894.88,수정구,송파구
37228.54,수정구,강동구
3685.85,중원구,종로구
3529.91,중원구,중구
2538.42,중원구,용산구
7165.63,중원구,성동구
9794.14,중원구,광진구
4166.22,중원구,동대문구
3921.76,중원구,중랑구
3025.02,중원구,성북구
1685.02,중원구,강북구
1712.55,중원구,도봉구
3086.54,중원구,노원구
1873.15,중원구,은평구
1612.93,중원구,서대문구
3148.45,중원구,마포구
1712.53,중원구,양천구
2549.82,중원구,강서구
2650.77,중원구,구로구
1655.75,중원구,금천구
3709.35,중원구,영등포구
4104.9,중원구,동작구
5061.19,중원구,관악구
15078.89,중원구,서초구
31895.24,중원구,강남구
66454.43,중원구,송파구
21306.62,중원구,강동구
24108.24,분당구,종로구
26687.45,분당구,중구
25528.72,분당구,용산구
32221.69,분당구,성동구
35081.81,분당구,광진구
15691.79,분당구,동대문구
15212.72,분당구,중랑구
15887.24,분당구,성북구
7448.269999999999,분당구,강북구
6003.04,분당구,도봉구
15136.79,분당구,노원구
11180.07,분당구,은평구
13575.06,분당구,서대문구
24214.62,분당구,마포구
11203.78,분당구,양천구
16947.23,분당구,강서구
18846.54,분당구,구로구
8970.44,분당구,금천구
27561.19,분당구,영등포구
29381.86,분당구,동작구
39491.21,분당구,관악구
133836.58,분당구,서초구
204598.12,분당구,강남구
152686.51,분당구,송파구
47514.42,분당구,강동구
18431.53,의정부시,종로구
14331.48,의정부시,중구
7692.2,의정부시,용산구
13408.86,의정부시,성동구
18088.86,의정부시,광진구
27056.97,의정부시,동대문구
31627.62,의정부시,중랑구
34099.79,의정부시,성북구
44277.62,의정부시,강북구
124766.25,의정부시,도봉구
166738.32,의정부시,노원구
12856.48,의정부시,은평구
5845.55,의정부시,서대문구
10774.99,의정부시,마포구
3492.33,의정부시,양천구
7211.37,의정부시,강서구
6798.14,의정부시,구로구
2464.4,의정부시,금천구
9766.95,의정부시,영등포구
4975.22,의정부시,동작구
4973.03,의정부시,관악구
11573.45,의정부시,서초구
20902.77,의정부시,강남구
21626.07,의정부시,송파구
14812.31,의정부시,강동구
4373.83,만안구,종로구
3918.54,만안구,중구
4675.45,만안구,용산구
2445.75,만안구,성동구
2955.76,만안구,광진구
2520.37,만안구,동대문구
2014.38,만안구,중랑구
2847.1,만안구,성북구
1650.55,만안구,강북구
1073.74,만안구,도봉구
2123.98,만안구,노원구
3513.29,만안구,은평구
3277.27,만안구,서대문구
8882.92,만안구,마포구
7930.08,만안구,양천구
10694.88,만안구,강서구
23755.67,만안구,구로구
50012.46,만안구,금천구
20568.94,만안구,영등포구
14347.81,만안구,동작구
38101.14,만안구,관악구
11796.99,만안구,서초구
10975.14,만안구,강남구
8166.95,만안구,송파구
3273.64,만안구,강동구
7550.36,동안구,종로구
8311.18,동안구,중구
12809.81,동안구,용산구
6615.83,동안구,성동구
7054.18,동안구,광진구
5561.95,동안구,동대문구
4728.06,동안구,중랑구
6109.99,동안구,성북구
4103.94,동안구,강북구
2900.31,동안구,도봉구
5162.01,동안구,노원구
5649.01,동안구,은평구
5373.3,동안구,서대문구
12343.55,동안구,마포구
8681.03,동안구,양천구
10708.46,동안구,강서구
22172.08,동안구,구로구
27229.61,동안구,금천구
20155.15,동안구,영등포구
24822.07,동안구,동작구
33130.48,동안구,관악구
39356.87,동안구,서초구
31474.71,동안구,강남구
21751.02,동안구,송파구
8787.19,동안구,강동구
17137.7,부천시,종로구
17940.48,부천시,중구
19238.62,부천시,용산구
8139.69,부천시,성동구
10123.9,부천시,광진구
8967.33,부천시,동대문구
6366.4,부천시,중랑구
8876.2,부천시,성북구
4721.97,부천시,강북구
4251.44,부천시,도봉구
8074.08,부천시,노원구
14908.39,부천시,은평구
15481.65,부천시,서대문구
42769.53,부천시,마포구
136588.68,부천시,양천구
138281.42,부천시,강서구
247646.14,부천시,구로구
30809.74,부천시,금천구
91152.23,부천시,영등포구
33660.22,부천시,동작구
37327.13,부천시,관악구
28290.55,부천시,서초구
27341.54,부천시,강남구
17437.48,부천시,송파구
7274.63,부천시,강동구
6564.04,광명시,종로구
6510.12,광명시,중구
8682.9,광명시,용산구
4479.64,광명시,성동구
5133.48,광명시,광진구
3438.73,광명시,동대문구
3282.49,광명시,중랑구
4016.22,광명시,성북구
2575.89,광명시,강북구
2108.99,광명시,도봉구
3870.86,광명시,노원구
6355.39,광명시,은평구
6014.77,광명시,서대문구
17173.63,광명시,마포구
42804.03,광명시,양천구
24586.42,광명시,강서구
233847.41,광명시,구로구
173142.33,광명시,금천구
56228.66,광명시,영등포구
28376.18,광명시,동작구
50684.12,광명시,관악구
19145.72,광명시,서초구
19253.2,광명시,강남구
11435.34,광명시,송파구
5028.65,광명시,강동구
3540.18,평택시,종로구
3986.62,평택시,중구
6285.68,평택시,용산구
3291.03,평택시,성동구
4187.24,평택시,광진구
2822.49,평택시,동대문구
3347.68,평택시,중랑구
3234.05,평택시,성북구
2134.44,평택시,강북구
1584.68,평택시,도봉구
3626.24,평택시,노원구
3107.67,평택시,은평구
2564.37,평택시,서대문구
6077.33,평택시,마포구
4471.95,평택시,양천구
6335.45,평택시,강서구
13437.18,평택시,구로구
7826.67,평택시,금천구
13153.86,평택시,영등포구
6043.54,평택시,동작구
7002.1,평택시,관악구
10943.69,평택시,서초구
14048.23,평택시,강남구
13067.81,평택시,송파구
6011.77,평택시,강동구
2762.25,동두천시,종로구
1907.26,동두천시,중구
1622.62,동두천시,용산구
2306.26,동두천시,성동구
2323.85,동두천시,광진구
4348.01,동두천시,동대문구
5140.23,동두천시,중랑구
5940.62,동두천시,성북구
5783.33,동두천시,강북구
11068.62,동두천시,도봉구
13666.16,동두천시,노원구
2330.2,동두천시,은평구
1283.4,동두천시,서대문구
1833.15,동두천시,마포구
901.86,동두천시,양천구
1595.14,동두천시,강서구
1336.78,동두천시,구로구
618.59,동두천시,금천구
1699.19,동두천시,영등포구
1341.56,동두천시,동작구
1280.0,동두천시,관악구
1481.93,동두천시,서초구
2597.68,동두천시,강남구
3258.76,동두천시,송파구
2304.2,동두천시,강동구
2625.13,상록구,종로구
3647.8,상록구,중구
2637.29,상록구,용산구
2114.88,상록구,성동구
2242.93,상록구,광진구
1311.85,상록구,동대문구
1177.5,상록구,중랑구
1578.16,상록구,성북구
1022.99,상록구,강북구
929.27,상록구,도봉구
1237.59,상록구,노원구
1753.66,상록구,은평구
1765.66,상록구,서대문구
4112.95,상록구,마포구
3379.91,상록구,양천구
4484.14,상록구,강서구
7583.85,상록구,구로구
5969.33,상록구,금천구
7047.66,상록구,영등포구
4787.64,상록구,동작구
6893.9,상록구,관악구
7914.79,상록구,서초구
7752.58,상록구,강남구
5120.82,상록구,송파구
1906.58,상록구,강동구
3813.72,단원구,종로구
4533.67,단원구,중구
5812.71,단원구,용산구
3388.67,단원구,성동구
3539.97,단원구,광진구
3075.62,단원구,동대문구
2352.84,단원구,중랑구
3479.84,단원구,성북구
2211.15,단원구,강북구
1809.25,단원구,도봉구
3220.5,단원구,노원구
3207.28,단원구,은평구
3279.0,단원구,서대문구
7462.65,단원구,마포구
7317.23,단원구,양천구
10163.91,단원구,강서구
19710.23,단원구,구로구
12747.88,단원구,금천구
14246.24,단원구,영등포구
9230.98,단원구,동작구
11230.12,단원구,관악구
11745.19,단원구,서초구
12664.92,단원구,강남구
10033.52,단원구,송파구
4478.24,단원구,강동구
42837.93,덕양구,종로구
25018.2,덕양구,중구
26808.66,덕양구,용산구
13616.75,덕양구,성동구
9908.97,덕양구,광진구
13819.76,덕양구,동대문구
10513.4,덕양구,중랑구
23138.68,덕양구,성북구
13803.28,덕양구,강북구
12955.29,덕양구,도봉구
19462.35,덕양구,노원구
414189.34,덕양구,은평구
100675.39,덕양구,서대문구
143698.2,덕양구,마포구
31813.65,덕양구,양천구
84633.04,덕양구,강서구
24169.36,덕양구,구로구
9136.02,덕양구,금천구
42258.49,덕양구,영등포구
17401.02,덕양구,동작구
14551.15,덕양구,관악구
20988.52,덕양구,서초구
22977.26,덕양구,강남구
16334.38,덕양구,송파구
9714.22,덕양구,강동구
17139.36,일산동구,종로구
13750.87,일산동구,중구
14108.54,일산동구,용산구
7644.9,일산동구,성동구
6253.25,일산동구,광진구
5752.67,일산동구,동대문구
5278.4,일산동구,중랑구
9499.49,일산동구,성북구
5242.22,일산동구,강북구
5583.63,일산동구,도봉구
9072.27,일산동구,노원구
79181.21,일산동구,은평구
31273.52,일산동구,서대문구
52360.87,일산동구,마포구
15650.6,일산동구,양천구
44829.22,일산동구,강서구
14179.45,일산동구,구로구
6354.17,일산동구,금천구
25085.34,일산동구,영등포구
9479.01,일산동구,동작구
9533.17,일산동구,관악구
14687.87,일산동구,서초구
16678.71,일산동구,강남구
10249.34,일산동구,송파구
5653.12,일산동구,강동구
11414.83,일산서구,종로구
8696.74,일산서구,중구
9789.7,일산서구,용산구
5024.61,일산서구,성동구
3929.23,일산서구,광진구
4357.96,일산서구,동대문구
3597.05,일산서구,중랑구
5415.5,일산서구,성북구
3704.06,일산서구,강북구
3307.98,일산서구,도봉구
4923.81,일산서구,노원구
31105.52,일산서구,은평구
16239.78,일산서구,서대문구
34669.21,일산서구,마포구
9694.09,일산서구,양천구
26632.96,일산서구,강서구
7382.02,일산서구,구로구
2891.12,일산서구,금천구
15508.58,일산서구,영등포구
5956.68,일산서구,동작구
6021.7,일산서구,관악구
10383.91,일산서구,서초구
12354.58,일산서구,강남구
7764.23,일산서구,송파구
3940.63,일산서구,강동구
8616.12,과천시,종로구
10194.49,과천시,중구
18536.2,과천시,용산구
8779.51,과천시,성동구
9085.03,과천시,광진구
6035.02,과천시,동대문구
7012.7300000000005,과천시,중랑구
10788.83,과천시,성북구
6807.85,과천시,강북구
4711.75,과천시,도봉구
7419.97,과천시,노원구
9107.92,과천시,은평구
7366.29,과천시,서대문구
12401.28,과천시,마포구
8478.99,과천시,양천구
13064.36,과천시,강서구
16043.29,과천시,구로구
12155.44,과천시,금천구
20133.22,과천시,영등포구
48010.0,과천시,동작구
58079.74,과천시,관악구
92167.52,과천시,서초구
43184.49,과천시,강남구
28137.72,과천시,송파구
10910.43,과천시,강동구
9023.17,구리시,종로구
8008.38,구리시,중구
7100.08,구리시,용산구
17006.49,구리시,성동구
54451.5,구리시,광진구
27229.37,구리시,동대문구
95458.15,구리시,중랑구
15895.32,구리시,성북구
8823.41,구리시,강북구
11075.45,구리시,도봉구
42521.53,구리시,노원구
4036.75,구리시,은평구
3448.83,구리시,서대문구
7020.17,구리시,마포구
1791.96,구리시,양천구
3697.15,구리시,강서구
3384.12,구리시,구로구
1179.47,구리시,금천구
4219.64,구리시,영등포구
3740.74,구리시,동작구
3545.71,구리시,관악구
10556.76,구리시,서초구
25925.02,구리시,강남구
41492.45,구리시,송파구
50913.58,구리시,강동구
24476.91,남양주시,종로구
23934.77,남양주시,중구
17694.5,남양주시,용산구
43678.67,남양주시,성동구
77528.46,남양주시,광진구
69348.15,남양주시,동대문구
182801.63,남양주시,중랑구
56447.93,남양주시,성북구
37793.69,남양주시,강북구
46395.81,남양주시,도봉구
204463.57,남양주시,노원구
12994.67,남양주시,은평구
11669.69,남양주시,서대문구
19597.25,남양주시,마포구
6570.93,남양주시,양천구
12381.5,남양주시,강서구
9812.24,남양주시,구로구
4012.67,남양주시,금천구
14810.69,남양주시,영등포구
12763.76,남양주시,동작구
11485.28,남양주시,관악구
27516.0,남양주시,서초구
63425.87,남양주시,강남구
103458.92,남양주시,송파구
98469.59,남양주시,강동구
1343.36,오산시,종로구
1268.01,오산시,중구
1531.75,오산시,용산구
1095.46,오산시,성동구
1647.75,오산시,광진구
1369.76,오산시,동대문구
1319.44,오산시,중랑구
1088.05,오산시,성북구
862.49,오산시,강북구
642.5699999999999,오산시,도봉구
1390.95,오산시,노원구
970.12,오산시,은평구
886.67,오산시,서대문구
1986.51,오산시,마포구
1601.68,오산시,양천구
2223.36,오산시,강서구
4798.55,오산시,구로구
4473.76,오산시,금천구
5507.56,오산시,영등포구
2030.89,오산시,동작구
2972.78,오산시,관악구
5013.49,오산시,서초구
6824.46,오산시,강남구
4238.53,오산시,송파구
1891.21,오산시,강동구
4363.32,시흥시,종로구
4501.19,시흥시,중구
5378.75,시흥시,용산구
3506.07,시흥시,성동구
4065.72,시흥시,광진구
3441.2,시흥시,동대문구
3086.04,시흥시,중랑구
4045.81,시흥시,성북구
2568.93,시흥시,강북구
2189.12,시흥시,도봉구
3498.44,시흥시,노원구
5849.29,시흥시,은평구
4930.51,시흥시,서대문구
10798.24,시흥시,마포구
21207.88,시흥시,양천구
19437.29,시흥시,강서구
67039.41,시흥시,구로구
31275.27,시흥시,금천구
28256.68,시흥시,영등포구
14113.42,시흥시,동작구
26367.12,시흥시,관악구
14244.03,시흥시,서초구
14121.98,시흥시,강남구
11166.13,시흥시,송파구
5162.78,시흥시,강동구
4654.66,군포시,종로구
4400.12,군포시,중구
5029.15,군포시,용산구
2315.72,군포시,성동구
2788.81,군포시,광진구
2279.98,군포시,동대문구
1930.04,군포시,중랑구
2580.35,군포시,성북구
1829.15,군포시,강북구
1188.16,군포시,도봉구
2263.36,군포시,노원구
2586.27,군포시,은평구
2825.91,군포시,서대문구
6931.86,군포시,마포구
4896.14,군포시,양천구
6570.72,군포시,강서구
14916.44,군포시,구로구
14130.32,군포시,금천구
13914.22,군포시,영등포구
9839.52,군포시,동작구
13422.74,군포시,관악구
16229.77,군포시,서초구
13056.16,군포시,강남구
8774.14,군포시,송파구
3317.08,군포시,강동구
3195.19,의왕시,종로구
3384.58,의왕시,중구
5158.86,의왕시,용산구
3062.46,의왕시,성동구
3908.81,의왕시,광진구
2333.31,의왕시,동대문구
1893.45,의왕시,중랑구
2674.82,의왕시,성북구
1511.03,의왕시,강북구
1497.3,의왕시,도봉구
2542.66,의왕시,노원구
2356.65,의왕시,은평구
2335.42,의왕시,서대문구
4862.93,의왕시,마포구
4250.35,의왕시,양천구
5071.93,의왕시,강서구
12232.82,의왕시,구로구
10018.13,의왕시,금천구
11207.85,의왕시,영등포구
13246.57,의왕시,동작구
15337.14,의왕시,관악구
23836.14,의왕시,서초구
17739.54,의왕시,강남구
13396.53,의왕시,송파구
4984.52,의왕시,강동구
12221.99,하남시,종로구
13928.05,하남시,중구
9916.69,하남시,용산구
28365.72,하남시,성동구
63523.08,하남시,광진구
24814.7,하남시,동대문구
33396.21,하남시,중랑구
14618.37,하남시,성북구
7961.07,하남시,강북구
7555.27,하남시,도봉구
22824.82,하남시,노원구
7032.01,하남시,은평구
5236.93,하남시,서대문구
10884.54,하남시,마포구
3507.16,하남시,양천구
7778.55,하남시,강서구
6635.1,하남시,구로구
3224.34,하남시,금천구
10742.18,하남시,영등포구
9319.63,하남시,동작구
9335.62,하남시,관악구
29433.76,하남시,서초구
78954.61,하남시,강남구
382263.54,하남시,송파구
555616.47,하남시,강동구
4794.72,용인시,종로구
5406.86,용인시,중구
5529.85,용인시,용산구
6338.58,용인시,성동구
7755.78,용인시,광진구
4901.56,용인시,동대문구
4582.83,용인시,중랑구
5446.33,용인시,성북구
2723.84,용인시,강북구
2612.0,용인시,도봉구
4278.57,용인시,노원구
4540.75,용인시,은평구
3614.63,용인시,서대문구
6112.64,용인시,마포구
4231.56,용인시,양천구
6257.09,용인시,강서구
9199.28,용인시,구로구
5306.69,용인시,금천구
8944.57,용인시,영등포구
7440.18,용인시,동작구
9988.17,용인시,관악구
22647.38,용인시,서초구
29634.06,용인시,강남구
23834.85,용인시,송파구
13038.48,용인시,강동구
8236.6,용인시,종로구
